Date,Time,Room,Title,Summary,Experiment,Keywords,Interest,Type
2024-03-13,11:50:00 AM,Theatre,Key4hep,"The Key4hep software stack provides tools for full simulation studies of future Higgs factory detectors, including tracking, particle flow clustering, and converting results for machine learning tools.",,"['future experiments', 'detector simulation', 'machine learning', 'Higgs factories']",2,Oral
2024-03-13,11:30:00 AM,Theatre,Bridging Worlds: Achieving Language Interoperability between Julia and Python in Scientific Computing,"Explores interoperability between Julia and Python in HEP data analysis using Awkward Array data structures, focusing on memory management, data buffer copies, and performance enhancements.",,"['Julia', 'Python', 'HEP', 'Awkward Array', 'Interoperability', 'Memory Management']",2,Oral
2024-03-13,11:10:00 AM,Theatre,A Mechanism for Asynchronous Offloading in the Multithreaded Gaudi Event Processing Framework,"Explores a prototype for the Gaudi framework to asynchronously offload GPU-accelerated algorithms, improving CPU and GPU efficiency.","ATLAS, LHCb","['Gaudi', 'GPU', 'scheduler', 'Boost Fibers', 'CUDA']",2,Oral
2024-03-13,10:50:00 AM,Theatre,Optimizing the CMS Offline Software Infrastrucure for Run 3,"This work details recent enhancements in the CMSSW framework, focusing on compiler techniques, heterogeneous resources, and the improvement of the CMS Continuous Integration infrastructure.",CMS,"['CMSSW', 'compiler techniques', 'heterogeneous resources', 'Continuous Integration']",2,Oral
2024-03-13,10:30:00 AM,Theatre,Evaluating Application Characteristics for GPU Portability Layer Selection,Study on application and kernel characteristics influencing GPU portability layer selection for HPCs and their performance on various HEP tasks.,CMS,"['GPU', 'portability layers', 'HPC', 'CUDA', 'Kokkos', 'Alpaka', 'SYCL', 'OpenMP']",1,Oral
2024-03-12,08:30:00 AM,Theatre,New developments and applications of a Deep-learning-based Full Event Interpretation (DFEI) in proton-proton collisions,"The talk discusses a novel approach using Deep-learning based Full Event Interpretation for heavy-hadron decays at LHCb, leveraging Graph Neural Networks to improve data analysis and background suppression.",LHCb,"['Deep Learning', 'Graph Neural Networks', 'Heavy-Hadron Decays', 'Background Suppression', 'Data Analysis']",3,Oral
2024-03-12,08:10:00 AM,Theatre,Improving Computational Performance of a GNN Track Reconstruction Pipeline for ATLAS,"Deep learning techniques improve track reconstruction in ATLAS for HL-LHC by optimizing computational performance through various methods like pruning, knowledge distillation, and GPU-optimized segmentation.",ATLAS,"['Track Reconstruction', 'Deep Learning', 'ATLAS', 'HL-LHC', 'Computational Performance', 'GNN']",2,Oral
2024-03-12,07:50:00 AM,Theatre,Accelerating Machine Learning Inference on GPUs with SYCL using SOFIE,"Presentation on SOFIE, a tool from CERN's ROOT project, that generates SYCL code for GPU-accelerated machine learning inference with significant speedups.",,"['Machine Learning', 'GPU', 'SYCL', 'SOFIE', 'ROOT', 'Inference']",3,Oral
2024-03-12,07:30:00 AM,Theatre,Optimizing ANN-Based Triggering for BSM events with Knowledge Distillation,"This work explores using Knowledge Distillation to optimize ANN-based triggers for BSM events, focusing on FPGA implementation and performance trade-offs.",LHC,"['Machine Learning', 'ANN', 'Knowledge Distillation', 'BSM', 'Triggering', 'FPGA']",3,Oral
2024-03-11,01:50:00 PM,Theatre,HPC Friendly HEP data model and RNTuple in HEP-CCE,"The talk discusses HPC-friendly storage formats and data models for HEP experiments, focusing on HEP-CCE's work with HDF5 and ROOT::RNTuple for efficient I/O and processing on GPUs.",,"['HPC', 'HEP-CCE', 'ROOT::RNTuple', 'HDF5', 'Data Models']",2,Oral
2024-03-11,01:30:00 PM,Theatre,Seamless transition from TTree to RNTuple analysis with RDataFrame,"The talk discusses the integration of RNTuple with RDataFrame, ensuring seamless analysis flow and improved performance, including distributed execution and multi-core processing.",,"['RNTuple', 'RDataFrame', 'ROOT', 'TTree', 'distributed computing', 'data analysis', 'High-Luminosity LHC']",3,Oral
2024-03-11,01:10:00 PM,Theatre,RNTupleInspector: A storage information utility for RNTuple,"RNTupleInspector is a utility for understanding and monitoring storage patterns in RNTuple, ROOT's new I/O subsystem, aiding integration with existing software frameworks.",,"['RNTuple', 'ROOT', 'I/O subsystem', 'data storage', 'monitoring']",2,Oral
2024-03-11,12:50:00 PM,Theatre,Persistifying the complex Event Data Model of the ATLAS Experiment in RNTuple,Discussion on transitioning ATLAS Event Data Model from ROOT TTree to RNTuple for improved performance and future-proofing.,ATLAS,"['ATLAS', 'RNTuple', 'Event Data Model', 'ROOT', 'Data Storage']",2,Oral
2024-03-14,01:50:00 PM,Lecture Hall 2,dilax: Differentiable Binned Likelihoods in JAX,"dilax is a software package for statistical inference using binned data, built on JAX for performance, differentiability, and object-oriented statistical model building.",,"['differentiable programming', 'statistical inference', 'JAX', 'binned likelihoods']",3,Oral
2024-03-14,01:30:00 PM,Lecture Hall 2,The SciDAC QuantOM Framework: A Composable Workflow,"The QuantOM project analyzes DIS data using a composable workflow with deep learning for optimization, focusing on efficient multi-condition analysis.",,"['SciDAC', 'QuantOM', 'DIS', 'deep learning', 'GANs', 'Reinforcement Learning']",1,Oral
2024-03-14,01:10:00 PM,Lecture Hall 2,"AI-based Data Popularity, Placement Optimization for a Novel Multi-tiered Storage System at BNL/SDCC Facility",The talk discusses optimizing data placement in a multi-tiered storage system using AI/ML techniques to predict data popularity and automate data migration.,,"['AI', 'ML', 'data management', 'storage optimization', 'HEP']",3,Oral
2024-03-14,12:50:00 PM,Lecture Hall 2,Implementing an emissions model for dual phase xenon TPCs with probabilistic programming,"The talk discusses implementing emissions models for particle interactions in liquid xenon in a probabilistic programming framework, addressing challenges and applications like energy reconstruction.",,"['emissions model', 'probabilistic programming', 'xenon TPC', 'energy reconstruction']",1,Oral
2024-03-14,11:50:00 AM,Lecture Hall 2,From Amsterdam to ACAT 2024: The Evolution and Convergence of Declarative Analysis Language Tools and Imperative Analysis Tools,"Review of the development and convergence of Declarative Analysis Languages (DALs) in high-energy physics, focusing on their features, challenges, and future directions.",,"['Declarative Analysis Languages', 'Data Formats', 'High-Energy Physics', 'RDF', 'func_adl']",3,Oral
2024-03-14,11:30:00 AM,Lecture Hall 2,Consistent multi-differential histogramming and summary statistics with YODA2,"The YODA statistical library has been redesigned to enhance multi-dimensional histogramming and summary statistics, using C++ metaprogramming for collider physics data-model comparison.",,"['YODA', 'histogramming', 'multi-dimensional statistics', 'collider physics', 'C++ metaprogramming']",2,Oral
2024-03-14,11:10:00 AM,Lecture Hall 2,Common Analysis Tools in CMS,"Discussion on the CMS Common Analysis Tools group, its structure, services, and recent developments in data processing frameworks, workflow management, and result interpretation.",CMS,"['CMS', 'Common Analysis Tools', 'data processing', 'workflow management', 'result interpretation']",3,Oral
2024-03-14,10:50:00 AM,Lecture Hall 2,Deep Learning-Based C14 Pile-Up Identification in the JUNO Experiment,"This talk discusses the use of deep learning models to identify C14 pile-up events in the JUNO experiment, crucial for determining neutrino mass ordering.",JUNO,"['deep learning', 'neutrino physics', 'pile-up identification', 'C14 isotopes', 'transformer models']",1,Oral
2024-03-14,10:30:00 AM,Lecture Hall 2,Offline filter of data with abnormal high voltage at BESIII drift chamber,"An offline filter algorithm was developed to remove events with abnormal high voltages in the BESIII drift chamber, ensuring stable operation and accurate dE/dx measurement.",BESIII,"['offline filter', 'high voltage', 'drift chamber', 'data quality']",1,Oral
2024-03-13,01:50:00 PM,Lecture Hall 2,An empirical performance-portability evaluation for Lorentz Vectors computations via SYCL,"Evaluation of SYCL-based GenVectorX for multi-platform Lorentz vectors computations in HEP, comparing performance with CUDA on NVIDIA GPUs.",,"['SYCL', 'GenVectorX', 'ROOT', 'HEP', 'Performance Portability', 'GPUs']",2,Oral
2024-03-13,01:30:00 PM,Lecture Hall 2,To be or not to be Equivariant?,Study on the performance of Lorentz-equivariant architectures in particle physics by breaking and comparing equivariance effects.,,"['Equivariant Models', 'Machine Learning', 'Lorentz Group', 'Particle Physics']",3,Oral
2024-03-13,01:10:00 PM,Lecture Hall 2,Fast and Robust ML for uncovering BSM physics,"Explores breakthroughs in ML for BSM discovery at LHC, using knowledge distillation and robust multi-background representation learning for out-of-distribution BSM signatures.",LHC,"['Machine Learning', 'BSM Physics', 'Data Processing', 'Knowledge Distillation']",3,Oral
2024-03-13,12:50:00 PM,Lecture Hall 2,The Neural Network First-Level Hardware Track Trigger of the Belle II Experiment,"Describes the L1 hardware track trigger of Belle II using neural networks to estimate z-vertex and polar angles, enhancing event detection and background suppression.",Belle II,"['Neural Networks', 'Track Trigger', 'Belle II', 'Hardware Trigger', 'Event Detection']",2,Oral
2024-03-13,11:50:00 AM,Lecture Hall 2,Generic representations of jets at detector-level with self-supervised learning,"Explores self-supervised learning to create a generic jet feature representation, fine-tunable for tasks like kinematics prediction and classification, using a realistic calorimeter simulation.",,"['self-supervised learning', 'jet classification', 'feature extraction', 'calorimeter simulation']",2,Oral
2024-03-13,11:30:00 AM,Lecture Hall 2,Machine learning-based particle identification of atmospheric neutrinos in JUNO,"A machine learning approach for particle identification of atmospheric neutrinos in the JUNO liquid-scintillator detector, using PMT waveform features and neutron capture data.",JUNO,"['machine learning', 'neutrino physics', 'particle identification', 'liquid-scintillator detector']",2,Oral
2024-03-13,11:10:00 AM,Lecture Hall 2,Boosting statistical anomaly detection via multiple test with NPLM,"This presentation discusses enhancing statistical anomaly detection using multiple tests with the NPLM algorithm, focusing on kernel methods and AI-based techniques for signal-agnostic anomaly detection.",,"['statistical anomaly detection', 'AI', 'unsupervised learning', 'NPLM', 'kernel methods']",3,Oral
2024-03-13,10:50:00 AM,Lecture Hall 2,Reducing Systematic Differences between Data and Simulation with Generative Models,"Research on using GANs to reduce systematic differences between simulated and real data, focusing on LArTPC-based particle detectors.",,"['Generative Models', 'Deep Learning', 'Simulation', 'LArTPC', 'HEP']",2,Oral
2024-03-13,10:30:00 AM,Lecture Hall 2,A Deep Generative Model for Hadronization,"This work proposes the use of deep generative models, specifically GANs, to emulate and improve hadronization processes in high-energy physics simulations.",,"['deep generative models', 'hadronization', 'GANs', 'high-energy physics', 'simulation']",3,Oral
2024-03-12,08:50:00 AM,Lecture Hall 2,Denoising Graph Super-Resolution with Diffusion Models and Transformers for Improved Particle Reconstruction,The presentation explores a transformer-based de-noising diffusion model for graph super-resolution to enhance calorimeter data resolution and improve particle reconstruction.,,"['graph super-resolution', 'transformers', 'diffusion models', 'particle reconstruction', 'calorimeter data']",3,Oral
2024-03-12,08:30:00 AM,Lecture Hall 2,Beyond Language: Foundation Models for Collider Physics Data,"Explores the application of foundation models to collider physics data, addressing challenges like continuous and discrete data types, and permutation invariance.",,"['foundation models', 'collider physics', 'embedding schemes', 'sequential data', 'physical biases']",3,Oral
2024-03-12,08:10:00 AM,Lecture Hall 2,Finetuning Foundation Models for Joint Analysis Optimization,"This study shows improved performance and data efficiency by integrating HEP analysis with machine learning workflows like pretraining and finetuning, exemplified by heavy resonance searches.",,"['HEP analysis', 'machine learning', 'pretraining', 'finetuning', 'heavy resonances', 'di-Higgs decays']",3,Oral
2024-03-12,07:50:00 AM,Lecture Hall 2,Leveraging Language Models for Particle Reconstruction,"This talk explores using language models to tokenize detector readout signals for enhanced particle reconstruction, demonstrating preliminary results in particle tracking.",,"['Particle Reconstruction', 'Language Models', 'Machine Learning', 'High-Energy Physics']",3,Oral
2024-03-12,07:30:00 AM,Lecture Hall 2,Towards the construction of Foundational Models at the LHC,Pre-training models on quark and gluon jets to improve tagging performance and reduce uncertainties for new physics searches at the LHC.,LHC,"['deep learning', 'quark jets', 'gluon jets', 'jet tagging', 'foundation models']",3,Oral
2024-03-11,01:50:00 PM,Lecture Hall 2,Track reconstruction for future colliders with quantum algorithms,"Explores the application of quantum algorithms, specifically the Quantum Approximate Optimization Algorithm (QAOA), for track reconstruction in future colliders like HL-LHC.",,"['quantum algorithms', 'track reconstruction', 'HL-LHC', 'QAOA', 'computing resources']",1,Oral
2024-03-11,01:30:00 PM,Lecture Hall 2,Reconstructing Particle Tracks in One Go with a Recursive Graph Attention Network,Explores a recursive Graph Attention Network for particle track reconstruction that simplifies current multi-step GNN methods by using a one-shot object condensation approach.,,"['Track Reconstruction', 'Graph Neural Networks', 'High-Luminosity LHC', 'Machine Learning']",3,Oral
2024-03-11,01:10:00 PM,Lecture Hall 2,Reconstruction of atmospheric neutrinos and muons using Machine Learning-based methods in JUNO,The abstract discusses a novel multi-purpose reconstruction method for atmospheric neutrinos and muons in JUNO using PMT waveform analysis and machine learning techniques.,JUNO,"['machine learning', 'atmospheric neutrinos', 'muons', 'reconstruction methods', 'liquid scintillator']",1,Oral
2024-03-11,12:50:00 PM,Lecture Hall 2,Wire-Cell: A High Quality Automated LArTPC Reconstruction for Neutrino Experiments,"Development and validation of Wire-Cell, a high-quality automated 3D reconstruction framework for LArTPC detectors in neutrino experiments.",MicroBooNE,"['LArTPC', 'neutrino experiments', '3D reconstruction', 'machine learning', 'signal processing']",1,Oral
2024-03-11,11:50:00 AM,Lecture Hall 2,Tracking and vertexing downstream the LHCb magnet at the first stage of the trigger.,"The ""Downstream"" algorithm at LHCb reconstructs very displaced vertices in real time using GPUs and a Neural Network, enhancing the detection of long-lived particles in Run3.",LHCb,"['Downstream Algorithm', 'Displaced Vertices', 'GPUs', 'Neural Network', 'HLT1', 'Long-lived Particles']",3,Oral
2024-03-11,11:30:00 AM,Lecture Hall 2,High Pileup Particle Tracking with Learned Clustering,"This talk discusses using learned clustering for particle tracking in high-pileup experiments, presenting results on the trackML dataset and improvements in inference speeds.",,"['High Pileup', 'Particle Tracking', 'Graph Neural Network', 'Learned Clustering', 'TrackML']",3,Oral
2024-03-11,11:10:00 AM,Lecture Hall 2,"Leveraging Large-Scale Pretraining for Efficient Jet Classification: An Evaluation of Transfer Learning, Model Architectures, Dataset Scaling, and Domain Adaptation in Particle Physics","This study employs self-supervised learning to use unlabeled real data for effective jet classification, exploring dataset scalability, contrastive learning techniques, and domain adaptation.",CMS,"['machine learning', 'self-supervised learning', 'jet classification', 'contrastive learning', 'ParticleTransformer']",3,Oral
2024-03-11,10:50:00 AM,Lecture Hall 2,"Line Segment Tracking: Improving the Phase 2 CMS High Level Trigger Tracking with a Novel, Hardware-Agnostic Pattern Recognition Algorithm","A novel, hardware-agnostic, parallelizable pattern recognition algorithm for charged particle reconstruction in the CMS High Level Trigger using the Alpaka library.",CMS,"['pattern recognition', 'HL-LHC', 'High Level Trigger', 'parallel computing', 'Alpaka library']",2,Oral
2024-03-11,10:30:00 AM,Lecture Hall 2,Application of ACTS for gaseous tracking detectors,"The talk discusses the extension of the ACTS software to support gaseous tracking detectors, including applications to CEPC and STCF, and efforts to add an open-access drift chamber to the Open Data Detector.",,"['ACTS', 'tracking detectors', 'gaseous detectors', 'CEPC', 'STCF', 'open-access data']",2,Oral
2024-03-12,08:50:00 AM,Lecture Hall 1,Machine learning based surrogates for particle-resolved direct numerical simulation,"This study improves PR-DNS models for aerosol-cloud-turbulence interactions using Fourier Neural Operators for faster, accurate surrogates in velocity and vorticity fields.",,"['Machine Learning', 'High Performance Computing', 'Atmospheric Physics', 'Direct Numerical Simulation']",2,Oral
2024-03-12,08:10:00 AM,Lecture Hall 1,Precision-Machine Learning for the Matrix Element Method,"A machine learning framework for the matrix element method using INN, diffusion networks, and a transformer for jet combinatorics, demonstrated on the CP-phase of the top Yukawa coupling.",LHC,"['Machine Learning', 'Matrix Element Method', 'Bayesian Networks', 'Jet Combinatorics', 'Top Yukawa Coupling']",3,Oral
2024-03-13,11:30:00 AM,Lecture Hall 1,Pepper – A Portable Parton-Level Event Generator for the High-Luminosity LHC,"A new leading-order parton-level event generation framework for the High-Luminosity LHC, optimized for modern hardware to ensure sustainable simulations.",LHC,"['parton-level', 'event generator', 'high-luminosity LHC', 'modern hardware', 'simulation']",2,Oral
2024-03-13,11:10:00 AM,Lecture Hall 1,Efficient precision simulation of processes with many-jet final states at the LHC,"Flexible and efficient simulation approach for collider events with multi-jet final states, validated with processes like Higgs plus multi-jet production using Sherpa and Pythia.",LHC,"['multi-jet final states', 'QCD calculations', 'event simulation', 'Sherpa', 'Pythia']",2,Oral
2024-03-13,10:30:00 AM,Lecture Hall 1,Towards a framework for GPU event generation,"The presentation discusses the PDFFlow-VegasFlow-MadFlow suite, highlighting the advantages of hardware-agnostic Monte Carlo event generation and GPU performance improvements.",,"['GPU', 'Monte Carlo', 'event generation', 'hardware acceleration']",2,Oral
2024-03-14,10:50:00 AM,Lecture Hall 1,McMule -- a Monte Carlo generator for low energy processes,"McMule is a Monte Carlo generator for low-energy QED processes at NNLO, suitable for predicting outcomes in experiments like MUonE, CMD-III, PRad, and MUSE, and it now includes event generation with cellular resampling.",,"['Monte Carlo', 'QED', 'NNLO', 'low-energy experiments']",1,Oral
2024-03-14,11:10:00 AM,Lecture Hall 1,Total 10-th order QED electon anomalous magnetic moment calculation,"Presentation of total 5-loop QED calculation results for the electron anomalous magnetic moment, including a comparison with previous values and a new method for reduction to finite integrals.",,"['QED', 'anomalous magnetic moment', 'Feynman diagrams', 'Monte Carlo integration']",1,Oral
2024-03-14,10:30:00 AM,Lecture Hall 1,Multiscale Lattice Gauge Theory Algorithms and Software for Exascale hardware.,Development of performance portable software and multiscale algorithms for GPU architectures to calculate the hadronic vacuum polarisation contribution to the muon's magnetic moment.,,"['Lattice Gauge Theory', 'GPU architectures', 'Multigrid algorithms', 'Hadronic vacuum polarisation']",1,Oral
