Date,Time,Room,Title,Summary,Experiment,Keywords,Interest,Type
2024-03-11,07:15:00 PM,,The Workflow Management System for Data Processing towards Photon Sources,Workflow management system designed for data processing in photon source experiments like diffraction scatterings and biological macro-molecules analysis,,"['Workflow Management System', 'Photon Source', 'Data Processing', 'Beam Lines', 'Pair Distribution Function', 'Biological Macromolecules']",2,Poster
2024-03-11,07:15:00 PM,,Deployment of ATLAS Calorimeter Fast Simulation Training Through Container Technology,"Containerized version of FastCaloGAN for training on more powerful devices, reducing dependencies and increasing computing performance for calorimeter simulation in the ATLAS experiment using ML techniques",ATLAS,"['ATLAS', 'Container Technology', 'FastCaloGAN', 'FastCaloGANtainer', 'Machine Learning', 'Calorimeter Simulation']",0,Poster
2024-03-11,07:15:00 PM,,The ATLAS Web Run Control system,"New Web Run Control system provides web-based monitoring and control for ATLAS experiment's data taking sessions, built with Java's Apache Wicket framework and operates in two modes (Control and Display).",ATLAS,"['ATLAS', 'Web Run Control', 'Web browser', 'Apache Wicket', 'Control Room', 'Run Configuration', 'DAQ']",3,Poster
2024-03-11,07:15:00 PM,,Energy consumption characterization of Subnuclear Physics computing workloads,"Characterization of energy consumption for Subnuclear physics computing workloads focusing on CPUs and resource usage, aiming for sustainability in computing research.",,"['Computational footprint', 'Subnuclear physics', 'Energy consumption', 'Computing sustainability', 'Resource exploitation', 'CPUs']",2,Poster
2024-03-11,07:15:00 PM,,Offline data processing in the First JUNO Data Challenge,Offline data processing workflow for JUNO Data Challenge DC-1 involving 1-week of RTRAW data and multi-threaded reconstruction techniques,Jiangmen Underground Neutrino Observatory (JUNO) not among given options,"['JUNO', 'data processing', 'reconstruction', 'conditions database', 'multi-threaded']",2,Poster
2024-03-11,07:15:00 PM,,Boosting CPU Efficiency in ATLAS Inner Detector Reconstruction with Track Overlay,"Approach to enhance CPU efficiency in ATLAS inner detector reconstruction using track overlay and ML-based decision making, saving resources and reducing data file sizes in Run 3 and HL-LHC contexts",ATLAS,"['CPU efficiency', 'ATLAS inner detector', 'Track overlay', 'Machine learning decision making', 'Data format file sizes', 'Run 3 detector', 'High-Luminosity Large Hadron Collider (HL-LHC) ITk inner detector']",3,Poster
2024-03-11,07:15:00 PM,,Describe Data to get Science-Data-Ready Tooling: Awkward as a Target for Kaitai Struct YAML,"Simplifies process of converting custom data formats to analysis code. Kaitai Struct & Awkward Arrays for data translation and storage in Python-like arrays. Uses YAML language for data structure description. Demonstrates conversion to Awkward Arrays. | Kaitai Struct, Awkward Arrays","Cryogenic Dark Matter Search (CDMS) | N/A | [Kaitai Struct, Awkward Arrays, Data Formats, Data Conversion, Analysis Code].","['Kaitai Struct', 'Awkward Arrays', 'Data Formats', 'Data Conversion', 'Analysis Code']",3,Poster
2024-03-11,07:15:00 PM,,AtlFast3: Fast Simulation in ATLAS for LHC Run 3 and beyond,"Refined version of ATLAS's fast simulation tool AtlFast3 for increased MC statistics in high-luminosity LHC runs, using ML models including GANs",ATLAS,"['simulation', 'ATLAS', 'machine learning', 'GANs', 'LHC', 'MC statistics', 'hadronic showers', 'electromagnetic showers', 'fast simulation tool', 'generative adversarial networks']",3,Poster
2024-03-11,07:15:00 PM,,FATRAS integration for ATLAS fast simulation at HL-LHC,"FATRAS integrated with ATLAS fast simulation to improve efficiency and accuracy of simulations at HL-LHC, reducing CPU resources required for detector simulation tasks",ATLAS,"['FATRAS', 'ATLAS', 'fast simulation', 'High Luminosity LHC', 'Computational efficiency']",3,Poster
2024-03-11,07:15:00 PM,,"Athena MPI: A Multi-Node Version of ATLAS's Athena Framework, Using Message Passing Interface",A multi-node version of the ATLAS Athena framework for high-performance computing resources using MPI,ATLAS,"['high performance computing', 'Athena', 'MPI', 'High Luminosity LHC']",3,Poster
2024-03-11,07:15:00 PM,,interTwin - an Interdisciplinary Digital Twin Engine for Science,"Interdisciplinary digital twin engine (Itwin) for scientific uses, focusing on particle physics and earth observation, emphasizing AI methodologies on HPC resources with itwinai module for distributed training, hyperparameter optimization, and model registry using MLflow, successfully tested at JSC.
","Not explicitly associated with a specific experiment, but pertains to CERN and JSC facilities and possibly LHC experiments for particle detector simulation if inferred from the context.
","['Digital Twin', 'interTwin', 'itwinai', 'distributed training', 'hyperparameter optimization', 'model registry', 'MLflow', 'HPC', 'AI', 'Python', 'CERN', 'JSC']",0,Poster
2024-03-11,07:15:00 PM,,Interface to Unity for High Energy Physics detector visualization,"Automated interface to convert detector descriptions to 3D models in Unity, assisting HEP experiments and software development",Unknown,"['detector visualization', 'Unity', 'HEP', '3D models']",2,Poster
2024-03-11,07:15:00 PM,,Web based HXMT data analysis platform,"HXMT satellite for X-ray sky surveys, high-energy celestial objects, and gamma-ray bursts. Web-based analysis platform developed using containers and JupyterLab. Out-of-the-box, OS independent, user friendly for educational purposes or training new users. | HXMT | ['HXMT', 'Web', 'X-ray', 'satellite', 'analysis platform', 'containers', 'JupyterLab', 'OS independent', 'user-friendly', 'educational', 'training'] | 'medium' | 'The topic is within my areas of interest as it discusses X-ray observations and an analysis platform using interactive web technology, though it does not go into depth on machine learning or differential programming.'",,[],0,Poster
2024-03-11,07:15:00 PM,,Visualizing BESIII Events with Unity,"This work employs Unity to display BESIII events in 3D, enhancing collision visualization and assisting in data analysis and education applications",BESIII,"['3D Visualization', 'BESIII spectrometer', 'Unity', 'Event Display', 'Particle Tracks', 'Detector Design']",2,Poster
2024-03-11,07:15:00 PM,,Introduction of dynamic job matching optimization for Grid middleware using Site Sonar infrastructure monitoring,"Proposal of dynamic job matching optimization in Grid middleware using Site Sonar, which does not require middleware code alteration. Shortens Grid administrator's overhead in adapting to infrastructure changes for job assignments, especially in heterogeneous environments. No direct relation to high-priority topics. The dynamic nature of the solution may have implications for distributed computing strategies, making remote job scheduling more efficient, but it does not directly engage with specific technologies I'm interested in, such as those related to machine learning, hidden sector physics, or long-lived particles. Therefore, I would consider my interest level as 'low'.",,"['Grid middleware', 'Job matching optimization', 'Site Sonar', 'Infrastructure monitoring', 'Heterogeneous systems']",1,Poster
2024-03-12,02:30:00 PM,,The MadNIS Reloaded,Improve numerical integration with machine learning and advanced techniques for LHC event generation,LHC,"['numerical integration', 'importance sampling', 'normalizing flow', 'LHC events', 'stratified training']",2,Oral
2024-03-14,06:50:00 PM,,Two-loop five-points QCD amplitudes in full colour,"Calculation of five-point QCD amplitudes in massless QCD beyond leading colour approximation, discussing algebraic complexity at each step of the calculation",,"['QCD', 'Five-point amplitudes', 'Massless', 'Algebraic complexity']",1,Oral
2024-03-14,06:30:00 PM,Lecture Hall 1,3-loop Feynman integrals in the Euclidean or physical kinematical region,"Numerical methods for 3-loop Feynman integrals, focusing on the Euclidean space-time dimension and integral approximation via double extrapolation, are presented in this paper. Applications to sample diagrams are included in this work in this paper",,"['3-loop Feynman integrals', 'Euclidean space-time', 'Double extrapolation', 'Numerical methods']",0,Oral
2024-03-14,09:10:00 PM,Theatre,Real-time track reconstruction with FPGAs in the LHCb Scintillating Fibre Tracker beyond Run 3,"The talk discusses track reconstruction with FPGAs in LHCb Scintillating Fibre Tracker beyond Run 3 for real-time tracking device development, aiming to enhance performance for future runs. It focuses on high-speed, forward-based track reconstruction for physics analyses and long-lived particle decays. Based on the provided topics of interest, the relevance of this presentation can be assessed accordingly. Focused keywords and the interest level with an explanation are provided below as per the schema guidance. ",LHCb,"['track reconstruction', 'FPGAs', 'LHCb', 'Run 4', 'long-lived particles', 'real-time tracking', 'distributed system', 'Scintillating Fibre Tracker']",3,Oral
2024-03-14,08:10:00 PM,Theatre,ATLAS TDAQ Phase-2,"The ATLAS TDAQ upgrade for HL-LHC addresses increased data rates and pileup with hardware and computing system redesigns, including a real-time Trigger and Event Filter leveraging FPGAs and customized hardware for efficient data processing and pileup management. No more than 200 characters",ATLAS,"['ATLAS', 'High Luminosity LHC', 'Trigger', 'Data Acquisition System (DAQS)']",0,Oral
2024-03-14,06:10:00 PM,Theatre,Pinpoint resource allocation for GPU batch applications,"The study explores Nvidia's multi-process service for better GPU resource allocation in machine learning applications for High Energy Physics, improving throughput and energy efficiency in KIT's HTCondor batch system context,",None,"['GPU', 'Machine Learning', 'High Energy Physics', 'HTCondor', 'Resource Allocation', 'Energy Efficiency']",2,Oral
2024-03-14,05:50:00 PM,Theatre,Fully containerised approach for the HPC cluster at FAIR,"Containerized HPC system for diverse user workflows at FAIR accelerator, demonstrating feasibility and scalability on large scale cluster hosting around 700 users and 80,000 CPUs and 400 GPUs for various computing tasks across nuclear and atomic physics experiments, with Spack and CVMFS enhancing efficiency and adaptability of the computing cluster",,"['High-Performance Computing', 'Containerization', 'FAIR accelerator', 'Scalability', 'Workflows', 'User application', 'Host system', 'Interactive environment', 'Spack', 'CVMFS']",2,Oral
2024-03-14,05:30:00 PM,Theatre,ACTS as a Service,"GNN-based track finding implemented as a service in ACTS for large-scale environments such as HL-LHC, with prototype testing in high-end GPU clusters and cloud resources using Nvidia Triton Inference Server within ACTS. Discusses scalability and throughput evaluation across various resources, providing a versatile and algorithm-agnostic service for computing in high-performance computing centers and cloud-based infrastructure. Lacks explicit mention or focus on any of the listed topic interests outside of machine learning and frameworks for GPU-based computation, but given the context of the field, it might involve data persistence and FAIRness principles concerning stored data or distributed computing's aspect of the service's scalability. On the other hand, it is unrelated to topics explicitly not of interest, such as quantum computing or neutrino physics, allowing it to be considered for interest despite it not being the perfect match for any high level interest topic. Overall, 'medium' interest level may be attributed to the abstract, considering the overlap with machine learning techniques for track finding, distributed computing challenges, and the application of the approach at scale using advanced processing capabilities, all of which are relevant to the broad scope of the topic interests. |",,"['Graph Neural Networks (GNNs), ACTS, High-Luminosity Large Hadron Collider (HL-LHC), High-Performance Computing (HPC), Nvidia Triton Inference Server, Distributed Computing, Scalability, GPU Utilization']",0,Oral
2024-03-13,06:50:00 PM,Theatre,Key4hep,"Key4hep stack is a suite of software tools for full simulation studies for Higgs factories, including simulation, reconstruction, and analysis with machine learning options",Higgs factories,"['full simulation', 'detector models', 'reconstruction', 'machine learning', 'Key4hep']",3,Oral
2024-03-13,06:30:00 PM,Theatre,Bridging Worlds: Achieving Language Interoperability between Julia and Python in Scientific Computing,Examining how Awkward Array data structures can merge Julia and Python in HEP data analysis and their performance benefits,None,"['Julia', 'Python', 'scientific computing', 'Awkward Array', 'language interoperability', 'high energy physics', 'HEP data analysis']",2,Oral
2024-03-13,06:10:00 PM,Theatre,A Mechanism for Asynchronous Offloading in the Multithreaded Gaudi Event Processing Framework,Proposing an offloading method for GPU-accelerated algorithms in Gaudi scheduler to efficiently use CPU and GPU resources in ATLAS and LHCb experiments,"ATLAS, LHCb","['Gaudi', 'Scheduler', 'GPU', 'Asynchronous Offloading', 'Data Processing']",2,Oral
2024-03-13,05:50:00 PM,Theatre,Optimizing the CMS Offline Software Infrastrucure for Run 3,"Recent CMSSW enhancements focusing on LTO, PGO, heterogeneous architectures, and Continuous Integration infrastructure for CMS Run 3",CMS,"['CMSSW', 'Offline Software', 'Compiler Techniques', 'Heterogeneous Resources', 'Continuous Integration', 'CMS Run 3']",2,Oral
2024-03-13,05:30:00 PM,Theatre,Evaluating Application Characteristics for GPU Portability Layer Selection,"Study of different portability layers for GPU-CPU heterogeneous architectures and their performance across HEP applications, to inform developers' technology choice strategies","CMS, DUNE, ATLAS","['GPU', 'HPC', 'HEP', 'portability layers', 'performance', 'compatibility', 'architecture']",1,Oral
2024-03-12,03:30:00 PM,Theatre,New developments and applications of a Deep-learning-based Full Event Interpretation (DFEI) in proton-proton collisions,DFEI uses Graph Neural Networks for simultaneous identification and reconstruction of heavy-hadron decays in LHCb proton-proton collisions,LHCb,"['LHCb', 'proton-proton collisions', 'Deep-learning', 'Graph Neural Networks', 'Heavy-hadron decays', 'Full Event Interpretation']",3,Oral
2024-03-12,03:10:00 PM,Theatre,Improving Computational Performance of a GNN Track Reconstruction Pipeline for ATLAS,"Applying GNN deep learning to improve ATLAS' track reconstruction, reducing computational cost and maintaining physics performance, with techniques like pruning and distillation. | ATLAS. - Machine Learning and AI for particle physics, - Analysis techniques and methods, - Distributed computing for analysis. | ['GNN', 'Track Reconstruction', 'Geometric Deep Learning', 'ATLAS', 'Computation Optimization']. | 'high'. | This talk aligns with my interest in AI for particle physics and optimized computing methods, offering relevance and innovation in my chosen fields. ",ATLAS,"['GNN', 'Track Reconstruction', 'Geometric Deep Learning', 'ATLAS', 'Computation Optimization']",3,Oral
2024-03-12,02:50:00 PM,Theatre,Accelerating Machine Learning Inference on GPUs with SYCL using SOFIE,"SOFIE now generates SYCL code for ML model inference on various GPUs with minimal dependencies, speeding up execution substantially for large models",,"['SOFIE', 'SYCL', 'GPU', 'Machine Learning', 'Inference', 'Speedup']",3,Oral
2024-03-12,02:30:00 PM,Theatre,Optimizing ANN-Based Triggering for BSM events with Knowledge Distillation,"Exploring Knowledge Distillation to optimize ANN for BSM events' triggering at LHC using AEs on FPGA, focusing on accuracy, latency, and hardware footprint optimization by varying architectures, and hyperparameter selection",LHC,"['Artificial Neural Network', 'Autoencoders', 'Knowledge Distillation', 'Beyond Standard Model', 'FPGAs']",3,Oral
2024-03-11,08:50:00 PM,Theatre,HPC Friendly HEP data model and RNTuple in HEP-CCE,Study on HPC friendly HEP data models and RNTuple for efficient use of HPC resources in HEP experiments,HEP-CCE,"['High Performance Computing', 'HEP experiments', 'HDF5', 'GPUs', 'ROOT', 'RNTuple', 'HPC friendly data models']",3,Oral
2024-03-11,08:30:00 PM,Theatre,Seamless transition from TTree to RNTuple analysis with RDataFrame,"Integration of RNTuple and RDataFrame showcased using SWAN, no API changes, performance comparison in t-tbar benchmark analysis. | LHC experiments' data models, performance improvements, RDataFrame, RNTuple, SWAN, LHC. | high, | The topic is closely related to my interests in the RDataFrame and RNTuple libraries and their applications, as well as performance optimization for particle physics analysis. This aligns with my interest in modern analysis and data processing techniques for high-energy physics experiments. | ",LHC experiments,"['LHC experiments', 'RNCiple', 'RDataFrame', 'SWAN', 'LHC benchmark']",3,Oral
2024-03-11,08:10:00 PM,Theatre,RNTupleInspector: A storage information utility for RNTuple,"ROOT's RNTuple I/O subsystem development; RNTupleInspector utility for data storage analysis and monitoring included with each RNTuple installation in ROOT software framework. Demo of use cases to be discussed as part of the contribution. RNTupleInspector utility interface aids in integrating RNTuple with existing frameworks and understanding its storage patterns. Its first production release is planned for late 2024, coinciding with a tenfold data volume increase expected with the upcoming High-Luminosity Large Hadron Collider (HL-LHC) run. Given that the presentation abstract describes the development and functionalities of RNTuple and its associated RNTupleInspector utility, it aligns with the following fields of interest. 'keywords': ['RNTuple', 'ROOT', 'I/O subsystem', 'data storage', 'monitoring utility', 'HL-LHC', 'data analysis frameworks'], 'interest': 'high', 'explanation': 'The RNTuple I/O subsystem and RNTupleInspector utility align with my interest in new I/O subsystems for particle physics data analysis frameworks and development of tools for improving data analysis workflows and storage monitoring.'",,[],0,Oral
2024-03-11,07:50:00 PM,Theatre,Persistifying the complex Event Data Model of the ATLAS Experiment in RNTuple,"Discussion on persisting ATLAS processed data in RNTuple, emphasizing event data model, T/P separation and its foundation for future storage backends",ATLAS,"['ATLAS experiment', 'RNTuple', 'Event Data Model', 'Transient vs Persistent representation', 'ROOT TTree', 'Storage backend migration']",3,Oral
2024-03-14,08:50:00 PM,Lecture Hall 2,dilax: Differentiable Binned Likelihoods in JAX,"Software package for performance, differentiability, and statistical model building using binned data with JAX's autodifferentiation framework",,"['dilax', 'JAX', 'autodifferentiation', 'likelihood functions', 'binned data', 'differentiable programming']",3,Oral
2024-03-14,08:30:00 PM,Lecture Hall 2,The SciDAC QuantOM Framework: A Composable Workflow,Discusses Composable Workflow for DIS data analysis using Quantum Chromodynamics and deep learning techniques,Jefferson Lab and Electron Ion Collider,"['Scientific Discovery through Advanced Computing (SciDAC) program', 'Quantum Chromodynamics (QCD) Nuclear Tomography (QuantOM) project', 'Deep Inelastic Scattering (DIS) experiments', 'Generative Adversarial Networks (GANs) for optimization', 'Reinforcement Learning (RL)']",1,Oral
2024-03-14,08:10:00 PM,Lecture Hall 2,"AI-based Data Popularity, Placement Optimization for a Novel Multi-tiered Storage System at BNL/SDCC Facility","AI model to predict data popularity for optimizing data placement in a multi-tiered storage system at BNL/SDCC facility for NP and HEP programs. This research focuses on improving the efficiency and cost-effectiveness of data storage while considering user data access patterns by implementing machine learning techniques. Based on this, the data popularity forecasting AI model has been successfully designed. The model, along with the migration engine, enables the optimal placement of data across several tiers reducing data access latency for frequent users while utilizing cost-effective data storage methods for seldom-used data. Despite this, the talk abstract does not align with any of my major areas of interest, which makes its overall appeal 'low' to me. It does, however, intersect slightly with my interest in distributed computing and machine learning in data analysis techniques for particle physics. Overall though, this talk isn't something I'd be keen on.",,"['Scientific Data', 'Computing', 'Big Data', 'Storage Optimization', 'Data Management', 'Multi-tiered Storage', 'Machine Learning', 'Artificial Intelligence']",1,Oral
2024-03-14,07:50:00 PM,Lecture Hall 2,Implementing an emissions model for dual phase xenon TPCs with probabilistic programming,Evaluates implementation of emission models in probabilistic programming for xenon TPCs for probabilistic energy reconstruction,LZ and XENONnT,"['emission models', 'probabilistic programming', 'XENON TPCs', 'energy reconstruction']",2,Oral
2024-03-14,06:50:00 PM,Lecture Hall 2,From Amsterdam to ACAT 2024: The Evolution and Convergence of Declarative Analysis Language Tools and Imperative Analysis Tools,"The talk reviews the evolution and convergence of declarative and imperative analysis tools in high-energy physics, with examples from various languages and tools, and future directions of DALs.,",,"['Declarative Analysis Languages', 'DALs', 'Imperative Analysis', 'convergence', 'HeP Analysis Ecosystem']",2,Oral
2024-03-14,06:30:00 PM,Lecture Hall 2,Consistent multi-differential histogramming and summary statistics with YODA2,"Redesign of YODA for high dimensions and large datasets, with principles of generalised histogramming summarised and metaprogramming techniques outlined for multi-dimensions, now utilised in Collider Physics analysis for data-model comparison and statistical interpretation. | (139 characters",Collider Physics,"['generalised histogramming', 'multi-dimensionality', 'YODA library', 'metaprogramming', 'Collider Physics', 'statistical interpretation']",3,Oral
2024-03-14,06:10:00 PM,Lecture Hall 2,Common Analysis Tools in CMS,"The CMS experiment's new Common Analysis Tools (CAT) group discusses their development and facilitation of analysis tools and strategies, including data preservation and statistical interpretation tools, for improved analysis workflows for CMS data and simulations.,",CMS,"['CMS', 'Common Analysis Tools (CAT) group', 'analysis workflows', 'data processing', 'data preservation', 'statistical interpretation', 'publication-grade plots']",2,Oral
2024-03-14,05:50:00 PM,Lecture Hall 2,Deep Learning-Based C14 Pile-Up Identification in the JUNO Experiment,Application of deep learning models for identifying C14 pile-up events in JUNO experiment impacting positron energy resolution for NMO determination,Jiangmen Underground Neutrino Observatory (JUNO) experiment,"['JUNO experiment', 'neutrino physics', 'C14 pile-up identification', 'deep learning models', 'positron energy resolution']",1,Oral
2024-03-14,05:30:00 PM,Lecture Hall 2,Offline filter of data with abnormal high voltage at BESIII drift chamber,Offline filter algorithm developed to remove events with abnormal high voltages in BESIII drift chamber to ensure data quality for physics study,BESIII,"['Offline filter', 'Abnormal voltages', 'Drift chamber', 'Data quality', 'Physics study', 'BESIII']",2,Oral
2024-03-13,08:50:00 PM,Lecture Hall 2,An empirical performance-portability evaluation for Lorentz Vectors computations via SYCL,SYCL-based extension of ROOT for multi-platform performance of particle events manipulation and HEP experiments data processing using GenVectorX package. Compares to CUDA implementation for NVIDIA GPUs performance. | 149 chars,,"['SYCL', 'GenVectorX', 'ROOT', 'HEP', 'Particle events', 'Data processing', 'Hardware accelerators']",2,Oral
2024-03-13,08:30:00 PM,Lecture Hall 2,To be or not to be Equivariant?,"Investigating the role of equivariance in network performance for particle physics tasks using PELICAN model variants with broken symmetry, both explicitly and implicitly, on benchmark tasks",,"['equivariant models', 'Lorentz group', 'transformer networks', 'network performance', 'symmetry breaking', 'benchmark tasks']",2,Oral
2024-03-13,08:10:00 PM,Lecture Hall 2,Fast and Robust ML for uncovering BSM physics,Breakthroughs in ML for BSM physics at the LHC using knowledge distillation and robust multi-background techniques,"CMS, LHC","['Machine Learning', 'Beyond Standard Model', 'Knowledge Distillation', 'Multi-background Learning', 'Large Hadron Collider']",3,Oral
2024-03-13,07:50:00 PM,Lecture Hall 2,The Neural Network First-Level Hardware Track Trigger of the Belle II Experiment,"Neural network-based hardware track trigger for Belle II experiment, with emphasis on collision-area event identification and background suppression. Also mentioned is a minimum bias trigger configuration using polar emission angles and neural track momenta. Not includes data preservation, differentiable programming, or FAIR principles. Interest in machine learning aspects and potential use of distributed computing for analysis of neural network outputs is medium to high. Other areas mentioned are not of my interest, like quantum computing and lattice gauge theory, thus maintaining the overall medium level of interest for me as a whole. I'm willing to hear details about the experiment and its application of ML algorithms though, as these areas align with my professional focus in particle physics data analysis using machine learning and distributed computing infrastructure. But absent any significant overlaps with my other topics of interests, I'm not likely to attend the talk out of pure curiosity alone. The level of interest may vary should the talk emphasize any discussions on tools/frameworks I find interesting, such as ServiceX or aspects of differentiable programming, or if the talk were structured in a way that could tie the Belle II experiment to the preservation, management, or application of its data outputs in a FAIR-compliant manner.",Belle II,"['Neural Networks', 'Hardware Track Trigger', 'Belle II Experiment', 'Machine Learning', 'Particle Physics']",0,Oral
2024-03-13,06:50:00 PM,Lecture Hall 2,Generic representations of jets at detector-level with self-supervised learning,"Self-supervised learning applied to jet representations, enhancing kinematics prediction and jet classification through a single foundation model trained on unlabeled collision data, simulated with a realistic full-coverage calorimeter simulation for collider experiments applicability validation. Exploring generic feature extraction for physics tasks combining supervised learning techniques for jet-related properties prediction, including mass and energy, and using deep learning methods for better accuracy and efficiency in high-energy physics domains such as LHC and detector-level jet modeling using Python and ROOT's RDF for data analysis, Dask, Spark, and differentiable programming techniques for distributed computing, and promoting Data Preservation (fourth R, Reuse) that aligns with FAIR data principles - Findable, Accessible, Interoperable, and Reusable along with the importance of the ServiceX tool for machine learning pipelines in particle physics research, enabling high-performance machine learning workflows on HPC systems, and enhancing reproducibility, scalability, and security aspects while excluding interests related to quantum computing, lattice gauge theory, and neutrino physics due to lack of relevance, applicability, research opportunities and expertise alignment, thus indicating that the presentation would have medium interest level as it provides innovative solutions, addresses common physics problems that lie at the core of current research and contributes to the exploration of efficient machine learning techniques and tools applicable to particle physics experimentation and data analysis, expanding potential capabilities for large unlabeled datasets analysis and boosting scientific knowledge enhancement potential in the current and future high-energy physics research. |",Unknown,"['Jet Representation', 'Self-supervised Learning', 'Collider Experiments', 'Machine Learning', 'Particle Physics', 'Detector-Level']",2,Oral
2024-03-13,06:30:00 PM,Lecture Hall 2,Machine learning-based particle identification of atmospheric neutrinos in JUNO,Machine learning approach for atmospheric neutrino identification in JUNO using PMT features and captured neutron data,Jiangmen Underground Neutrino Observatory (JUNO) / Large Hadron Collider (LHC) experiments,"['Machine Learning', 'Neutrino Identification', 'JUNO', 'Atmospheric Neutrinos', 'PMT Waveforms', 'Captured Neutrons', 'Liquid Scintillator Detector', 'Particle Identification', 'Neutrino Oscillations', 'Data Analysis']",3,Oral
2024-03-13,06:10:00 PM,Lecture Hall 2,Boosting statistical anomaly detection via multiple test with NPLM,Improving statistical anomaly detection in particle physics data with NPLM algorithm leveraging multiple tests and ML-approximated likelihood ratio tests,,"['Anomaly detection', 'AI', 'Machine learning', 'NPLM algorithm', 'likelihood ratio tests']",2,Oral
2024-03-13,05:50:00 PM,Lecture Hall 2,Reducing Systematic Differences between Data and Simulation with Generative Models,Researchers develop new DL strategies using GANs to reduce differences between simulation and real data in HEP experiments,LHCb,"['Deep Learning', 'Generative Adversarial Networks', 'High Energy Physics', 'Data Domain Shift', 'Simulation']",3,Oral
2024-03-13,05:30:00 PM,Lecture Hall 2,A Deep Generative Model for Hadronization,"Proposes using GANs for hadronization modeling in high-energy physics simulations, fitting a model to hadron data only. Explains model building and validation steps using ATLAS data from the LHC experiments using herwig event generator. Shows model performance evaluation within a cluster model framework. Results discussed in terms of comparison to classical methods for hadronization modeling within the herwig event generator context, in particular the cluster model","ATLAS, LHC","['hadronization', 'deep generative model', 'GAN', 'cluster model', 'Herwig event generator']",2,Oral
2024-03-12,03:50:00 PM,Lecture Hall 2,Denoising Graph Super-Resolution with Diffusion Models and Transformers for Improved Particle Reconstruction,"Proposing a diffusion model with transformer for super-resolution of calorimeter data to improve particle reconstruction, including denoising effects",Not Known,"['Graph Super-Resolution', 'Diffusion Models', 'Transformers', 'Calorimeter Data', 'Denoising', 'Particle Reconstruction']",0,Oral
2024-03-12,03:30:00 PM,Lecture Hall 2,Beyond Language: Foundation Models for Collider Physics Data,Investigating embedding schemes for foundation models with physical biases for HEP sequential data analysis,,"['foundation models', 'collider physics', 'embedding schemes', 'physical biases', 'sequential data']",2,Oral
2024-03-12,03:10:00 PM,Lecture Hall 2,Finetuning Foundation Models for Joint Analysis Optimization,"Demonstration of improved performance in HEP using machine learning techniques like pretraining and domain adaptation for searches of heavy resonances.,",,"['High Energy Physics', 'Reconstruction', 'Analysis', 'Machine Learning', 'Heavy Resonances']",2,Oral
2024-03-12,02:50:00 PM,Lecture Hall 2,Leveraging Language Models for Particle Reconstruction,Language models enhance particle reconstruction through detector data representations,Unknown,"['particle reconstruction', 'language models', 'detector readouts', 'latent space']",3,Oral
2024-03-12,02:30:00 PM,Lecture Hall 2,Towards the construction of Foundational Models at the LHC,"Foundation models pre-trained on quark and gluon jets can simplify hadronically decaying objects classification at LHC with reduced uncertainties.,",CMS,"['foundation models', 'deep learning', 'jet classification', 'hadronically decaying objects', 'LHC', 'quark', 'gluon', 'jets', 'CMS']",3,Oral
2024-03-11,08:50:00 PM,Lecture Hall 2,Track reconstruction for future colliders with quantum algorithms,"Exploration of using quantum algorithms for track reconstruction in future collider experiments, considering QAOA for optimization problems",Unknown,"['Quantum algorithms', 'Track reconstruction', 'QAOA', 'Future colliders']",0,Oral
2024-03-11,08:30:00 PM,Lecture Hall 2,Reconstructing Particle Tracks in One Go with a Recursive Graph Attention Network,Reconstructs particle tracks using Graph Attention Networks from a set of detector hits in a one-shot approach,LHC,"['Graph Neural Network', 'Track Reconstruction', 'Particle Tracks', 'Graph Attention Network']",2,Oral
2024-03-11,08:10:00 PM,Lecture Hall 2,Reconstruction of atmospheric neutrinos and muons using Machine Learning-based methods in JUNO,"ML-based reconstruction method for atmospheric neutrinos and muons at JUNO experiment, with high precision in directionality and energy using PMT waveform analysis and ML techniques",JUNO,"['atmospheric neutrinos', 'muons', 'Machine Learning', 'liquid scintillator', 'reconstruction', 'PMT waveform analysis', 'JUNO']",2,Oral
2024-03-11,07:50:00 PM,Lecture Hall 2,Wire-Cell: A High Quality Automated LArTPC Reconstruction for Neutrino Experiments,"A novel 3D LArTPC reconstruction system called Wire-Cell for deep insight into neutrino experiments is discussed in this presentation. Focus is on innovative algorithms and validation via real data, specifically MicroBooNE physics analyses. This work addresses key challenges surrounding event freedom and software demands in LArTPC setup. By melding traditional and machine learning algorithms, Wire-Cell sets a high-quality standard for automated LArTPC reconstruction in current and next-gen neutrino experiments like DUNE and the SBN program. Moreover, it offers deep domain knowledge, a substantial contribution in streamlining LArTPC technology through the Wire-Cell package. However, despite my expressed disinterest in specific topics related to Quantum Computing and Lattice Gauge Theory, which is far from the talk's theme, I am moderately intrigued by the abstract because it touches upon key interests, such as Deep Domain Learning, Reconstruction Methods, and Data Processing frameworks, specifically Python and DataFrame (noted in the original list). The application of such techniques in developing a robust LArTPC setup for analyzing complex physics data from neutrino interactions seems promising and relevant. Though Lattice Gauge Theory might be mentioned, it doesn't form the core area of this presentation. Thus, while not directly aligning with all specified interests, the potential for practical, wide-ranging applications in experimental particle physics makes this abstract worth attention.",MicroBooNE,"['Liquid Argon Time Projection Chamber', 'LArTPC', 'Neutrino Experiments', '3D Reconstruction', 'Automated Reconstruction', 'Machine Learning Algorithms', 'Data Processing Frameworks', 'Deep Learning', 'Neutrino Interactions']",0,Oral
