Date,Time,Room,Title,Summary,Experiment,Keywords,Interest,Type
2024-03-13,10:30:00 AM,Theatre,Evaluating Application Characteristics for GPU Portability Layer Selection,"The presentation focuses on evaluating GPU portability layers for High Energy Physics applications, assessing their performance and suitability based on application characteristics.","CMS, DUNE, ATLAS","['GPU', 'portability', 'HPC', 'application characteristics', 'performance']",1,Oral
2024-03-12,08:30:00 AM,Theatre,New developments and applications of a Deep-learning-based Full Event Interpretation (DFEI) in proton-proton collisions,The abstract discusses a novel Deep-learning-based Full Event Interpretation approach to tackle challenges in heavy-hadron decay analysis at the LHCb experiment.,LHCb,"['Deep Learning', 'Full Event Interpretation', 'Graph Neural Networks', 'Background Suppression', 'Heavy-Hadron Decays']",2,Oral
2024-03-12,08:10:00 AM,Theatre,Improving Computational Performance of a GNN Track Reconstruction Pipeline for ATLAS,"The presentation discusses a GNN-based approach for track reconstruction in the ATLAS experiment, highlighting performance improvements and optimizations for computational efficiency.",ATLAS,"['Track Reconstruction', 'Deep Learning', 'GNN', 'Computational Performance', 'HL-LHC']",2,Oral
2024-03-12,07:50:00 AM,Theatre,Accelerating Machine Learning Inference on GPUs with SYCL using SOFIE,"The presentation discusses SOFIE, a tool for generating optimized C++ inference code for machine learning models, enabling efficient GPU execution with minimal dependencies.",,"['Machine Learning', 'GPU', 'C++', 'SOFIE', 'High Energy Physics']",2,Oral
2024-03-12,07:30:00 AM,Theatre,Optimizing ANN-Based Triggering for BSM events with Knowledge Distillation,This work explores optimizing ANN-based triggering for BSM events using Knowledge Distillation to enhance data processing efficiency at the LHC.,LHC,"['Machine Learning', 'Artificial Neural Networks', 'Knowledge Distillation', 'BSM events', 'trigger optimization']",3,Oral
2024-03-11,01:50:00 PM,Theatre,HPC Friendly HEP data model and RNTuple in HEP-CCE,The talk discusses the development of HPC-friendly data models and the ROOT::RNTuple for efficient storage and processing of HEP data in high performance computing environments.,,"['HPC', 'data models', 'ROOT', 'RNTuple', 'HEP-CCE', 'storage format']",1,Oral
2024-03-11,01:30:00 PM,Theatre,Seamless transition from TTree to RNTuple analysis with RDataFrame,"The presentation discusses the integration of RNTuple and RDataFrame for improved data analysis at the LHC, showcasing performance benchmarks and seamless API transition.",,"['RNTuple', 'RDataFrame', 'ROOT', 'data analysis', 'multithreading', 'distributed computing']",3,Oral
2024-03-11,01:10:00 PM,Theatre,RNTupleInspector: A storage information utility for RNTuple,"The RNTupleInspector utility aids developers in integrating the new RNTuple I/O subsystem in ROOT, providing insights into data storage patterns.",,"['RNTuple', 'ROOT', 'data storage', 'utility', 'integration']",2,Oral
2024-03-11,12:50:00 PM,Theatre,Persistifying the complex Event Data Model of the ATLAS Experiment in RNTuple,"The presentation covers the transition from ROOT TTree to RNTuple for storing ATLAS event data, emphasizing the complexity of the data model and I/O performance improvements.",ATLAS,"['RNTuple', 'ROOT', 'Event Data Model', 'I/O performance', 'Data storage']",1,Oral
2024-03-14,01:50:00 PM,Lecture Hall 2,dilax: Differentiable Binned Likelihoods in JAX,"dilax is a software for statistical inference using binned likelihoods, leveraging JAX for performance and differentiability, allowing simultaneous fits on a GPU.",,"['Differentiable Programming', 'Statistical Inference', 'JAX', 'Binned Likelihoods', 'GPU Computing']",3,Oral
2024-03-14,01:30:00 PM,Lecture Hall 2,The SciDAC QuantOM Framework: A Composable Workflow,The presentation discusses a composable workflow for analyzing DIS data using deep learning techniques within the SciDAC QuantOM project.,"Jefferson Lab, Electron Ion Collider","['Deep Inelastic Scattering', 'workflow', 'deep learning', 'Generative Adversarial Networks', 'Reinforcement Learning']",1,Oral
2024-03-14,01:10:00 PM,Lecture Hall 2,"AI-based Data Popularity, Placement Optimization for a Novel Multi-tiered Storage System at BNL/SDCC Facility","The talk discusses an AI/ML model for optimizing data storage and placement in a multi-tiered system, focusing on data popularity prediction and automated migration.",,"['AI', 'Machine Learning', 'Data Storage', 'Data Management', 'Optimization']",2,Oral
2024-03-14,12:50:00 PM,Lecture Hall 2,Implementing an emissions model for dual phase xenon TPCs with probabilistic programming,The work discusses implementing an emissions model for dual phase xenon TPCs using probabilistic programming to improve energy reconstruction.,"LZ, XENONnT","['emissions model', 'dual phase TPC', 'probabilistic programming', 'energy reconstruction']",1,Oral
2024-03-14,11:50:00 AM,Lecture Hall 2,From Amsterdam to ACAT 2024: The Evolution and Convergence of Declarative Analysis Language Tools and Imperative Analysis Tools,"The presentation discusses the evolution of Declarative Analysis Languages in high-energy physics, highlighting their benefits and convergence with imperative tools.",,"['Declarative Analysis Languages', 'HEP Analysis', 'Software Tools', 'Data Formats']",2,Oral
2024-03-14,11:30:00 AM,Lecture Hall 2,Consistent multi-differential histogramming and summary statistics with YODA2,The talk discusses the YODA statistical library's redesign for advanced histogramming and summary statistics in high-dimensional analysis for collider physics.,,"['histogramming', 'statistical analysis', 'YODA', 'collider physics', 'C++']",1,Oral
2024-03-14,11:10:00 AM,Lecture Hall 2,Common Analysis Tools in CMS,The CMS CAT group focuses on developing and organizing analysis tools to improve data processing and workflow management for analysis results.,CMS,"['analysis tools', 'data processing', 'workflow management', 'statistical interpretation']",2,Oral
2024-03-14,10:50:00 AM,Lecture Hall 2,Deep Learning-Based C14 Pile-Up Identification in the JUNO Experiment,"The presentation discusses using deep learning to identify C14 pile-up events in the JUNO experiment, crucial for measuring neutrino mass ordering.",JUNO,"['deep learning', 'pile-up identification', 'C14', 'neutrino mass ordering']",1,Oral
2024-03-14,10:30:00 AM,Lecture Hall 2,Offline filter of data with abnormal high voltage at BESIII drift chamber,"The BESIII experiment developed an offline filter to remove events with abnormal high voltages in the drift chamber, ensuring data quality for physics studies.",BESIII,"['data quality', 'offline filter', 'high voltage', 'drift chamber', 'dE/dx measurement']",1,Oral
2024-03-13,01:50:00 PM,Lecture Hall 2,An empirical performance-portability evaluation for Lorentz Vectors computations via SYCL,"The talk presents GenVectorX, a SYCL-based extension of ROOT's GenVector for performance-portable Lorentz vector computations in High Energy Physics.",,"['SYCL', 'GenVector', 'ROOT', 'High Energy Physics', 'performance portability', 'GPU']",2,Oral
2024-03-13,01:30:00 PM,Lecture Hall 2,To be or not to be Equivariant?,This study investigates the effects of equivariance on the performance of Lorentz-equivariant models in machine learning applications for particle physics.,,"['Equivariant Models', 'Machine Learning', 'Particle Physics', 'Lorentz Group', 'Model Performance']",2,Oral
2024-03-13,01:10:00 PM,Lecture Hall 2,Fast and Robust ML for uncovering BSM physics,"This presentation discusses advancements in fast and robust machine learning models for discovering Beyond Standard Model physics at the LHC, focusing on knowledge distillation and multi-background representation learning.",LHC,"['machine learning', 'Beyond Standard Model', 'LHC', 'knowledge distillation', 'multi-background learning']",3,Oral
2024-03-13,12:50:00 PM,Lecture Hall 2,The Neural Network First-Level Hardware Track Trigger of the Belle II Experiment,"The talk discusses a neural network-based hardware track trigger for the Belle II experiment, focusing on track identification and background suppression.",Belle II,"['neural networks', 'hardware trigger', 'track identification', 'background suppression']",2,Oral
2024-03-13,11:50:00 AM,Lecture Hall 2,Generic representations of jets at detector-level with self-supervised learning,"The study explores self-supervised learning for jet representation, aiming to unify features for jet classification and kinematics prediction using unlabeled collision data.",,"['self-supervised learning', 'jet classification', 'jet kinematics', 'machine learning', 'collider experiments']",2,Oral
2024-03-13,11:30:00 AM,Lecture Hall 2,Machine learning-based particle identification of atmospheric neutrinos in JUNO,"The talk presents a machine learning method for identifying atmospheric neutrinos in the JUNO detector, focusing on distinguishing neutrinos from antineutrinos using event topology features.",JUNO,"['Machine Learning', 'Neutrino Physics', 'Particle Identification', 'Event Topology']",1,Oral
2024-03-13,11:10:00 AM,Lecture Hall 2,Boosting statistical anomaly detection via multiple test with NPLM,"The talk discusses enhancing statistical anomaly detection in collider experiments using AI, focusing on multiple tests to improve sensitivity to rare anomalies.",,"['anomaly detection', 'machine learning', 'statistical methods', 'collider experiments', 'NPLM algorithm']",3,Oral
2024-03-13,10:50:00 AM,Lecture Hall 2,Reducing Systematic Differences between Data and Simulation with Generative Models,The research focuses on using Generative Adversarial Networks to reduce discrepancies between simulated and real data in High Energy Physics experiments.,,"['Generative Models', 'Deep Learning', 'Domain Shift', 'LArTPC', 'High Energy Physics']",2,Oral
2024-03-13,10:30:00 AM,Lecture Hall 2,A Deep Generative Model for Hadronization,"The presentation explores a novel approach to hadronization using deep generative models, highlighting improvements in flexibility and precision over traditional methods.",,"['hadronization', 'deep generative models', 'Generative Adversarial Networks', 'neural networks', 'event generation']",1,Oral
2024-03-12,08:50:00 AM,Lecture Hall 2,Denoising Graph Super-Resolution with Diffusion Models and Transformers for Improved Particle Reconstruction,The presentation discusses a novel approach using diffusion models and transformers for enhancing calorimeter data resolution to improve particle reconstruction.,,"['particle reconstruction', 'super-resolution', 'diffusion models', 'transformers', 'calorimeter data']",2,Oral
2024-03-12,08:30:00 AM,Lecture Hall 2,Beyond Language: Foundation Models for Collider Physics Data,"The talk explores the application of foundation models in collider physics data, addressing challenges related to continuous and discrete data types.",,"['foundation models', 'collider physics', 'machine learning', 'data types', 'embedding schemes']",2,Oral
2024-03-12,08:10:00 AM,Lecture Hall 2,Finetuning Foundation Models for Joint Analysis Optimization,"This work explores advanced machine learning methods for optimizing joint analysis in High Energy Physics, particularly in searches involving heavy resonances.",,"['machine learning', 'data efficiency', 'HEP analysis', 'optimization', 'heavy resonances']",3,Oral
2024-03-12,07:50:00 AM,Lecture Hall 2,Leveraging Language Models for Particle Reconstruction,The presentation discusses using language models to enhance particle reconstruction by tokenizing detector signals and creating new data representations.,,"['particle reconstruction', 'language models', 'machine learning', 'detector readouts']",2,Oral
2024-03-12,07:30:00 AM,Lecture Hall 2,Towards the construction of Foundational Models at the LHC,"This work discusses a new strategy for pre-training models for jet tagging at the LHC using deep learning, showing improved performance and reduced uncertainties.",LHC,"['foundation models', 'deep learning', 'jet tagging', 'LHC', 'quark and gluon jets']",2,Oral
2024-03-11,01:50:00 PM,Lecture Hall 2,Track reconstruction for future colliders with quantum algorithms,"The talk discusses using quantum algorithms for track reconstruction in future colliders, highlighting the potential of the Quantum Approximate Optimization Algorithm.",,"['track reconstruction', 'quantum algorithms', 'QAOA', 'collider physics', 'HL-LHC']",1,Oral
2024-03-11,01:30:00 PM,Lecture Hall 2,Reconstructing Particle Tracks in One Go with a Recursive Graph Attention Network,The presentation discusses a new track reconstruction method using Graph Attention Networks that simplifies traditional algorithms and shows promising performance.,,"['track reconstruction', 'Graph Neural Networks', 'machine learning', 'particle physics', 'computational efficiency']",2,Oral
2024-03-11,01:10:00 PM,Lecture Hall 2,Reconstruction of atmospheric neutrinos and muons using Machine Learning-based methods in JUNO,"The presentation discusses a machine learning method for reconstructing atmospheric neutrinos and muons in the JUNO experiment, focusing on precision and application to other detectors.",JUNO,"['neutrinos', 'machine learning', 'reconstruction', 'liquid scintillator']",1,Oral
2024-03-11,12:50:00 PM,Lecture Hall 2,Wire-Cell: A High Quality Automated LArTPC Reconstruction for Neutrino Experiments,"The Wire-Cell software suite addresses challenges in LArTPC detector data interpretation for neutrino experiments, integrating traditional and machine-learning algorithms for 3D reconstruction.",MicroBooNE,"['LArTPC', 'neutrino experiments', 'reconstruction', 'machine learning', 'algorithms']",1,Oral
2024-03-11,11:50:00 AM,Lecture Hall 2,Tracking and vertexing downstream the LHCb magnet at the first stage of the trigger.,A new algorithm for real-time reconstruction and selection of displaced vertices at LHCb using GPUs and Neural Networks to enhance detection of long-lived particles.,LHCb,"['vertexing', 'tracking', 'long-lived particles', 'Neural Networks', 'real-time trigger', 'GPUs']",3,Oral
2024-03-11,11:30:00 AM,Lecture Hall 2,High Pileup Particle Tracking with Learned Clustering,"The presentation discusses using Graph Neural Networks for particle tracking in high-pileup environments, focusing on learned clustering and improved inference speeds.",,"['particle tracking', 'Graph Neural Networks', 'high pileup', 'clustering', 'machine learning']",3,Oral
2024-03-11,11:10:00 AM,Lecture Hall 2,"Leveraging Large-Scale Pretraining for Efficient Jet Classification: An Evaluation of Transfer Learning, Model Architectures, Dataset Scaling, and Domain Adaptation in Particle Physics","This research utilizes self-supervised learning to improve jet classification by harnessing unlabeled data, focusing on dataset scaling and various machine learning techniques.",CMS,"['machine learning', 'self-supervised learning', 'jet classification', 'contrastive learning', 'ParticleTransformer']",3,Oral
2024-03-11,10:50:00 AM,Lecture Hall 2,"Line Segment Tracking: Improving the Phase 2 CMS High Level Trigger Tracking with a Novel, Hardware-Agnostic Pattern Recognition Algorithm","The presentation discusses a novel, hardware-agnostic algorithm for charged particle tracking in CMS, aimed at improving efficiency for the HL-LHC.",CMS,"['charged particle reconstruction', 'pattern recognition', 'parallel computing', 'hardware agnostic', 'High Luminosity LHC']",2,Oral
2024-03-11,10:30:00 AM,Lecture Hall 2,Application of ACTS for gaseous tracking detectors,"The presentation discusses extending ACTS software for tracking in gaseous detectors, highlighting its implementation for future electron-positron collision experiments.","ATLAS, sPHENIX, FASER, ALICE","['ACTS', 'gaseous tracking detectors', 'track reconstruction', 'electron-positron collisions', 'open-source']",1,Oral
2024-03-12,08:50:00 AM,Lecture Hall 1,Machine learning based surrogates for particle-resolved direct numerical simulation,"The study explores machine learning models to accelerate particle-resolved direct numerical simulations in atmospheric physics, focusing on their accuracy and computational efficiency.",,"['machine learning', 'surrogates', 'particle-resolved simulation', 'Fourier Neural Operators', 'atmospheric physics']",1,Oral
2024-03-12,08:10:00 AM,Lecture Hall 1,Precision-Machine Learning for the Matrix Element Method,"The presentation discusses a machine learning framework for the matrix element method at the LHC, focusing on efficiency in phase-space integration and uncertainty management.",,"['machine learning', 'matrix element method', 'LHC', 'jet combinatorics', 'Bayesian networks']",3,Oral
2024-03-13,11:30:00 AM,Lecture Hall 1,Pepper – A Portable Parton-Level Event Generator for the High-Luminosity LHC,"The talk presents a parton-level event generator designed for modern hardware to improve simulations for the high-luminosity LHC era, focusing on sustainability.",LHC,"['event generator', 'high-luminosity LHC', 'simulation', 'computational efficiency']",1,Oral
2024-03-13,11:10:00 AM,Lecture Hall 1,Efficient precision simulation of processes with many-jet final states at the LHC,"The talk presents a new approach to simulate multi-jet final states at the LHC, addressing computational challenges for high-precision calculations.",,"['LHC', 'multi-jet', 'simulation', 'QCD', 'event generation']",1,Oral
2024-03-13,10:30:00 AM,Lecture Hall 1,Towards a framework for GPU event generation,The presentation discusses a GPU-accelerated Monte Carlo generator that focuses on performance optimization through a top-bottom approach and memory management.,,"['GPU', 'Monte Carlo', 'performance optimization', 'parallel computing', 'software suite']",1,Oral
2024-03-14,10:50:00 AM,Lecture Hall 1,McMule -- a Monte Carlo generator for low energy processes,McMule is a Monte Carlo generator for low-energy QED processes that implements NNLO calculations and avoids negative event weights using cellular resampling.,,"['Monte Carlo', 'QED', 'low-energy', 'NNLO', 'event generation']",1,Oral
2024-03-14,11:10:00 AM,Lecture Hall 1,Total 10-th order QED electon anomalous magnetic moment calculation,"The presentation discusses a 5-loop QED calculation of the electron anomalous magnetic moment, detailing methods and results for Feynman diagrams.",,"['QED', 'anomalous magnetic moment', 'Feynman diagrams', 'Monte Carlo integration']",1,Oral
2024-03-14,10:30:00 AM,Lecture Hall 1,Multiscale Lattice Gauge Theory Algorithms and Software for Exascale hardware.,"The presentation covers algorithm and software development in lattice gauge theory for GPU architectures, focusing on performance and computation acceleration for hadronic contributions.",,"['lattice gauge theory', 'GPU', 'algorithm development', 'software', 'supercomputing']",1,Oral
