Date,Time,Room,Title,Summary,Experiment,Keywords,Interest,Type
2024-03-13,07:15:00 PM,,LHC beam monitoring via real-time hit reconstruction in the LHCb VELO pixel detector,"Abstract discusses real-time hit reconstruction in the LHCb VELO pixel detector resulting in efficient beam monitoring, improved precision measurements, and less dependency on slow data processing methods, demonstrating increased use of programmable digital technology in HEP data analysis by LHCb. No quantitative findings or applications beyond the abstract's scope mentioned, so interest level based on abstract alone may vary. Interest level in the presentation is'medium' due to the topic's alignment with the given data analysis techniques and methodologies in particle physics but does not specifically address Hidden Sector Physics, Machine Learning, AI, or Data Preservation which are a strong interest. LHCb's usage of digital technology and hit reconstruction is somewhat relevant.",LHCb,"['real-time processing', 'HEP data', 'VELO pixel detector', 'cluster-finding', 'beam diagnostics']",2,Poster
2024-03-13,07:15:00 PM,,Declarative paradigms for analysis description and implementation,"Exploring declarative paradigms for enhancing the analysis in high energy physics is presented, emphasizing the use of NAIL for event processing and analysis portability. ICSC activity focuses on developing a custom framework. Data format flexibility in experiments is supported for a more generic solution to data analysis needs. This talk bridges new programming paradigms with traditional analysis tools in particle physics to address resource optimization and result preservation, without veering off from the user's primary interests except for quantum computing and neutrino physics which were marked as off-topic by the user.",,"['Hidden Sector Physics', 'Long Lived Particles', 'Machine Learning', 'Artificial Intelligence', 'Data Preservation', 'Distributed Computing', 'Declarative Programming', 'Python', 'Nail (Analysis Language)']",3,Poster
2024-03-13,07:15:00 PM,,Quasi interactive analysis of High Energy Physics big data with high throughput,"This presentation discusses the innovative transition to a high-throughput, interactive data analysis in HEP, leveraging distributed architectures and open-source standards. It highlights the analysis migration to an interactive platform that utilizes declarative solutions for improved performance and accessibility, with a focus on the Italian National Center (ICSC)",,"['High Energy Physics', 'Big Data', 'Interactive Analysis', 'Distributed Computing', 'Data Preservation']",3,Poster
2024-03-13,07:15:00 PM,,Preservation of the Direct Photons and Neutral Pions Analysis in the PHENIX Experiment at RHIC,"A 2019 Data & Analysis Preservation effort focused on preserving scientific analyses; selected its PHENIX-DPI analysis involving direct photons and neutral pions in high-energy collisions, utilizing containerization and robust documentation alongside REANA for software execution. Proposes enhancements for analysis preservation in the future. ",PHENIX,"['Data Preservation', 'Analysis Preservation', 'PHENIX Collaboration', 'RHIC']",0,Poster
2024-03-13,07:15:00 PM,,"AdaptivePerf: a portable, low-overhead, and comprehensive code profiler for single- and multi-threaded applications","Evaluates AdaptivePerf-an open-source profiler aiming for extensive performance monitoring in physics research under emerging computing needs. Integrating sampling, system call tracing, and cross-thread analysis, it presents an interactive timeline and flame graphs to ease bottleneck detection. Future architecture-dependent enhancements proposed further the profiler’s toolkit for developers and researchers aiming for optimal computation efficiency. Presents potential for enhancing energy-efficient data processing in complex, multi-threaded application environments.",Blank - Not specified,"['AdaptivePerf', 'Profiling tool', 'performance monitoring', 'multithreading', 'time-series data', 'user-friendly interface', 'Linux perf', 'software and hardware optimization', 'interactive timeline', 'flame graphs', 'stack traces', 'SYCLOPS EU project']",3,Poster
2024-03-11,07:15:00 PM,,Generative Modeling for Fast Shower Simulation,"Presents a deep learning framework for fast calorimeter shower simulation using a combined generative model approach with various architectures, discussed data scaling, regularization effects, and distributed computing strategy as solutions for dimensionality and sparsity challenges in shower event parameters with potential foundational model development for fast shower simulation.",Blank,"['deep learning', 'shower simulation', 'calorimeter', 'dimensionality reduction', 'generative models', 'network architecture', 'data scaling', 'regularizations', 'distributed computing']",2,Poster
2024-03-11,07:15:00 PM,,Enabling Computing Resources to Support Grid Jobs and Cluster Jobs Simultaneously,Leveraging local clusters and grid sites at IHEP for simultaneous support of grid and local jobs. The model introduces a preconfigured container technology on clusters and uses glidein to utilize resources efficiently at lower utilization rates on grid sites. The system also dynamically adapts to scheduling idle grid job slots for local cluster tasks. This model effectively allocates computing resources and optimizes jobs across grids and clusters for international experiments.,"BELLEII, JUNO","['high-energy particle physics', 'experimental data processing', 'resource optimization', 'container technology', 'job scheduling', 'LHC computing grid', 'distributed computing']",0,Poster
2024-03-11,07:15:00 PM,,The Workflow Management System for Data Processing towards Photon Sources,"Abstract summarizes the development of a workflow management system for handling big data in photon sources, with future applicability and experiment customization potential highlighted through case studies on PDF and biomolecule analysis without mentioning specific quantum computing or neutrino physics advancements, which are already not of interest. 'Laser Physics' and 'Data Processing Systems' are relevant topics, but 'Energy Frontier Physics' is neutral due to the absence of direct involvement with HEPS or similar experiments, tying it to machine learning and AI methods such as those employed in general data analysis workflows, which would be 'high' interest given the mentioned 'AI for particle physics'. A'medium' to 'low' interest might be projected for 'Hidden Sector Physics', 'Long Lived Particles', or 'ServiceX', provided they aren't part of the presented experiments. Given these topics' relevancy to data handling and analysis in experimental physics, the abstract addresses an innovative step towards efficient processing which mirrors interests in distributed computing for analysis, data management and AI tools for complex data interpretation strategies for analysis in a more 'high' interested context as the abstract details application of AI/ML in its examples for efficiency.",,"['Photon Source', 'Workflow Management', 'Data Processing', 'Data Analysis', 'High Energy Photon Source (HEPS) Experiment', 'Diffraction Scattering', 'Biomolecular Structures']",3,Poster
2024-03-11,07:15:00 PM,,Deployment of ATLAS Calorimeter Fast Simulation Training Through Container Technology,Fast simulation challenges tackled with machine learning models and container-based deployment at ATLAS for calorimeter response simulation,ATLAS,"['simulation', 'detector response', 'container technology', 'machine learning', 'calorimeter', 'training deployment']",3,Poster
2024-03-11,07:15:00 PM,,The ATLAS Web Run Control system,"ATLAS experiment leverages web run control for remotely monitoring and control of data taking sessions using Apache Wicket framework, ensuring system integration, performance, scalability, and maintainability. WebRC currently operates in Display mode but has authentication integration for full control in future use for data taking operations at the LHC.",ATLAS,"['HGCDataTaking', 'RunControl', 'WebRunControl', 'AdafruitSparkFunEdison', 'ApacheWicket', 'ControlCommands', 'SystemIntegration', 'OperationsPerformance', 'Scalability', 'Maintainability', 'HTML', 'HTTP', 'AJAX', 'IdentityAuthentication', 'LHC']",2,Poster
2024-03-11,07:15:00 PM,,Energy consumption characterization of Subnuclear Physics computing workloads,"Energy footprint analysis of subnuclear physics computing workloads considering hardware interplay for sustainability insights. Unsustainability risk due to underacknowledged computing impacts in scientific research due to hardware lifecycle focus. Initiative to document and improve understanding of energy efficiency in physics computing. No specific computational techniques mentioned in abstract, such as Python, RDF, Machine Learning, AI, or Dask involved directly in this study, although it could have downstream practical applications in those areas for optimized analysis workflows and methodologies.",subnuclear physics,"['energy consumption', 'computing workload', 'Subnuclear physics', 'sustainability', 'performance-resource interplay', 'carbon footprint']",3,Poster
2024-03-11,07:15:00 PM,,Offline data processing in the First JUNO Data Challenge,"This talk discusses JUNO's data processing for future low event rate neutrino data. It focuses on testing a complete data processing pipeline, including DQM, KUP, and PP, with a simulation of 1-week RTRAW data and 45 TB production. Multi-threaded reconstruction algorithms are tested through internal and external collaboration within JUNO-Hackathons. A high-level summary fits within 200 characters; a detailed analysis would exceed character limits for the summary field.",Empty,"['Hidden Sector Physics', 'Long Lived Particles', 'DATA FRAMES', 'DEEP FAIR (data preservation principles) for distributed computing in data processing', 'machine learning and AI - multi-threaded reconstruction algorithms']",0,Poster
2024-03-11,07:15:00 PM,,Boosting CPU Efficiency in ATLAS Inner Detector Reconstruction with Track Overlay,"The talk discusses track overlay methods in ATLAS to boost CPU efficiency, using ML for event selection in HL-LHC phase. It includes ML model construction, workflow verification, and preliminary results for the ITk detector, demonstrating data format size reduction and improved CPU usage. The importance of efficient data handling and ML in upgrading tracking with increased pileup is highlighted.",ATLAS,"['ATLAS inner detector', 'track overlay', 'machine learning', 'Hi-Lumi LHC', 'Hard-scatter track reconstruction', 'standard model']",3,Poster
2024-03-11,07:15:00 PM,,Describe Data to get Science-Data-Ready Tooling: Awkward as a Target for Kaitai Struct YAML,"The talk introduces simplifying research data format conversions for experiments using custom formats by integrating Kaitai Struct's YAML with the Awkward Array parsing library, enabling conversion to Python modules that process complex scientific data structures for various research fields. Kaitai Struct Compiler and Awkward Runtime API facilitate this process. No specific experiment associated, relevant to data processing in non-HEP fields.",,"['Kaitai Struct', 'Awkward Array', 'Data format conversion', 'Flexible Documentation', 'Scientific Analysis Engineering']",3,Poster
2024-03-11,07:15:00 PM,,AtlFast3: Fast Simulation in ATLAS for LHC Run 3 and beyond,"This talk introduces AtlFast3, the refined and improved MC event simulation tool for ATLAS that reduces computational overhead and increases MC statistics for high-luminosity LHC era simulations using traditional and machine learning methods, including GANs for shower simulation. The production of AtlFast3 is planned with new ideas for the future of the simulation tool as part of the preparation for LHC Run 3 and beyond.",ATLAS,"['Hidden Sector Physics', 'Long Lived Particles', 'Machine Learning', 'Machine Learning and AI', 'Data Preservation', 'Differentiable Programming', 'Dataframes', 'Computational Demand', 'LHC Run 3', 'simulation of MC events', 'Geant4', 'fast simulation', 'Generative Adversarial Networks', 'calorimeter system']",2,Poster
2024-03-11,07:15:00 PM,,FATRAS integration for ATLAS fast simulation at HL-LHC,"ATLAS presents enhanced fast simulation using FATRAS, incorporating multithreading support for HL-LHC. The updated version promises faster and precision-detailed simulations for charged particles within the inner detector, with increased computational resource efficiency for large-scale runs and varied physics scenarios. Key feature improvements and benchmark results highlight performance optimizations and broader applicability in the updated workflow for high luminosity LHC era data processing needs, showcasing how the new ACTS-FATRAS maintains high-fidelity physics processes simulation while reducing computational burdens.",atlas,"['fastras', 'mc', 'charge', 'atlashell', 'fastsim', 'particlecollision', 'parametrization', 'mcsc', 'actsfats', 'lhc']",3,Poster
2024-03-11,07:15:00 PM,,"Athena MPI: A Multi-Node Version of ATLAS's Athena Framework, Using Message Passing Interface","This abstract discusses designing a multi-node Athena framework by ATLAS to leverage High Performance Computing due to increased data volumes from the LHC's High Luminosity upgrade. The presentation introduces a scalable framework using MPI to handle the significant data analysis challenges ahead. No emotion in response, analysis focuses purely on content and relevance to interests mentioned earlier.",ATLAS,"['Athena framework', 'High Luminosity LHC', 'High Performance Computing', 'Multi-node computing', 'MPI (Message Passing Interface)']",3,Poster
2024-03-11,07:15:00 PM,,interTwin - an Interdisciplinary Digital Twin Engine for Science,"Digital Twin Engine applied to particle physics and earth science to improve simulations and AI workflows. Intertwines computing and AI, offers advanced distributed training, hyperparameter optimization, and model registry functionalities with AI workflows tailored for scientific research, leveraging cutting-edge HPC resources and ML methodologies.",Unknown,"['Digital Twin', 'AI & ML', 'Distributed Training', 'HPC', 'Scientific Research', 'Simulation']",3,Poster
2024-03-11,07:15:00 PM,,Interface to Unity for High Energy Physics detector visualization,"Converts HEP detector descriptions into interactive 3D models in Unity for visualization, aiding in design, development, and analysis",,"['Detector visualization', 'HEP software', '3D models', 'Unity']",3,Poster
2024-03-11,07:15:00 PM,,Web based HXMT data analysis platform,"This study describes a web-based platform for analyzing X-ray telescope data, providing tools for spectral and light curve analysis through a browser-accessible container without OS dependencies. It caters to both educational and training needs by simplifying interactions with HXMTDAS for observing celestial X-ray sources such as black holes and neutron stars, as well as gamma-ray bursts. The platform leverages web technologies and JupyterLab for a user-friendly experience in X-ray astronomy data analysis, independent of users' operating systems.",,"['HXMTDAS', 'Interactive Data Analysis', 'On-axis X-ray Observations', 'Web-based Platform', 'User Friendly Analysis']",3,Poster
2024-03-11,07:15:00 PM,,Visualizing BESIII Events with Unity,"BESIII event visualization in Unity using 3D and animated formats to aid analysis and education. The method demonstrates particle collision and tracking within the BESIII spectrometer. This approach could simplify understanding detector operations and improve the physics analysis process, opening the field to interdisciplinary applications and educational purposes with enhanced event imagery for researchers and physicists.",BES III,"['visualization', '3D modeling', 'Unity visualization', 'high-energy particle physics', 'data analysis', 'scientific education']",3,Poster
2024-03-11,07:15:00 PM,,Introduction of dynamic job matching optimization for Grid middleware using Site Sonar infrastructure monitoring,"Explores dynamic job matching optimization in Grid middleware via Site Sonar for improved resource allocation in heterogenous systems, avoiding core middleware alterations and related risks while enhancing flexibility and performance based on worker node characteristics. 80 characters",,"['Grid middleware', 'job matching optimization', 'Site Sonar', 'infrastructure monitoring', 'resource allocation']",1,Poster
2024-03-12,02:30:00 PM,,The MadNIS Reloaded,Enhances the theory's phase-space numerical integration and event generation methods via machine learning and advanced algorithms to improve LHC predictions,,"['machine learning integration', 'quantitative analysis', 'weighted sampling', 'VEGAS initialization', 'Numerical Integration']",2,Oral
2024-03-14,06:50:00 PM,,Two-loop five-points QCD amplitudes in full colour,Quantifying five-point QCD scattering amplitudes without leading-colour approximation,Blank,"['QCD', 'amplitudes', 'five points', 'Colour', 'leading-colour approximation']",3,Oral
2024-03-14,06:30:00 PM,Lecture Hall 1,3-loop Feynman integrals in the Euclidean or physical kinematical region,"Methods improved for computing 3-loop Feynman integrals with complex limits for particle physics applications, integrating double extrapolation from modified two-point integrals as $\nu \rightarrow 0$.",Blank,"['Feynman integrals', 'double extrapolation', 'sample diagrams', 'particle physics', 'numerical extrapolation']",2,Oral
2024-03-14,09:10:00 PM,Theatre,Real-time track reconstruction with FPGAs in the LHCb Scintillating Fibre Tracker beyond Run 3,Exploring real-time track reconstruction in LHCb using FPGAs,LHCb,"['LHCb', 'FPGA', 'Track Reconstruction', 'Data Preprocessing']",2,Oral
2024-03-14,08:10:00 PM,Theatre,ATLAS TDAQ Phase-2,"Upgrading the ATLAS experiment's TDAQ phase-2 for the High Luminosity LHC presents hardware and software enhancements to handle 14 TeV collisions, resulting in higher pileup and data rates. The presentation covers the design, technology and construction progress with the expected physics performance for key processes.",ATLAS,"['LHC', 'High Luminosity LHC', 'Data Acquisition', 'Trigger System', 'Event Filter', 'Commodity Hardware', 'FPGAs', 'Commercial Accelerators']",3,Oral
2024-03-14,06:10:00 PM,Theatre,Pinpoint resource allocation for GPU batch applications,Efficiency study of resource allocation for GPU-intensive ML in HEp,,"['ML', 'High Energy Physics', 'GPU', 'Resource Allocation', 'Energy Efficiency']",2,Oral
2024-03-14,05:50:00 PM,Theatre,Fully containerised approach for the HPC cluster at FAIR,"This talk showcases a containerized HPC system at FAIR, with success in hosting a diverse range of physics experiments using containers, ensuring efficiency and flexibility through user-generated containers, Spack, and CVMFS management at GSI/FAIR's cluster serving over 700 users, 80,000 CPUs, and 400 GPUs",FAIR,"['Containerization', 'High-Performance Computing', 'User Experience', 'Interactive Work', 'Production System', 'GSI/FAIR']",3,Oral
2024-03-14,05:30:00 PM,Theatre,ACTS as a Service,"Cloud-based GNN track finding algorithm via service and Python-based ROOT implementation demonstrates handling high data traffic in accelerated environments like HL-LHC. Deployment within ACTS showcases scalability across diverse computing facilities, from on-site to cloud services, without compromising tracking efficiency. Different server configurations also evaluated for optimized GPU utilization and system scalability, addressing the challenge for resource-constrained facilities with significant graph structures demanding. Abstract describes service deployment within a standard experimental software stack using popular distributed computing frameworks like Triton Inference Server, emphasizing the algorithm's adaptability, versatility, and performance. Additionally, it presents a practical workflow integration into the widely-used experimental data analysis package.",Unknown,"['Graph Neural Networks', 'High-Luminosity Large Hadron Collider', 'Cloud computing', 'Particle track finding', 'As-a-Service', 'Triton Inference Server', 'ACTS Software', 'GPU memory optimization', 'Dask', 'Royal Data Governance']",3,Oral
2024-03-13,06:50:00 PM,Theatre,Key4hep,Key4hep: tools for Higgs detector sim and ML datasets,Beyond Standard Model,"['High-Energy Physics', 'Simulation', 'Machine Learning', 'Detector Design']",3,Oral
2024-03-13,06:30:00 PM,Theatre,Bridging Worlds: Achieving Language Interoperability between Julia and Python in Scientific Computing,"The talk discusses language interoperability, specifically using Awkward Array data structures to create a bridge between Julia and Python for efficient HEP data analysis, emphasizing performance and handling large-scale data arrays without moving beyond two dimensions for processing arrays of particle physics data sets through interoperable systems. The talk promises insights into managing complex scientific computing tasks and performance gains from combining these languages for scientific purposes.",,"['Scientific Computing', 'Julia', 'Python', 'High Energy Physics', 'Awkward Array', 'Language Interoperability', 'Data Analysis']",2,Oral
2024-03-13,06:10:00 PM,Theatre,A Mechanism for Asynchronous Offloading in the Multithreaded Gaudi Event Processing Framework,"Gaudi Event Processing Framework introduces a mechanism to prevent blocking CPU cores when algorithms offload to GPUs, increasing efficiency by using separate thread pools and asynchronous operations with lightweight Boost Fibers and non-blocking CPU threads.",ATLAS & LHCb,"['Gaudi', 'Parallel Computing', 'FPGA', 'ASIC', 'High Energy Physics', 'Distributed Computing', 'Data Processing Framework']",2,Oral
2024-03-13,05:50:00 PM,Theatre,Optimizing the CMS Offline Software Infrastrucure for Run 3,"Presentation focuses on CMS software evolution, covering compiler optimization, heterogeneous resource adoption, parallel publishing of CernVM, and CI infrastructure enhancements within CMS offline systems for upcoming Run 3, demonstrating commitment to software development in HEP community",CMS,"['CMS Offline Software', 'Run 3', 'compiler optimization', 'heterogeneous resources', 'parallel publishing', 'continuous integration enhancement']",3,Oral
2024-03-13,05:30:00 PM,Theatre,Evaluating Application Characteristics for GPU Portability Layer Selection,"This presentation discusses optimizing GPU portability layers like CUDA, SYCL, and others for HPC applications in High Energy Physics. The focus is on application characteristics that affect portability layer performance, informed by a study of diverse HEP applications like those from CMS, DUNE, and ATLAS. The aim is to assist developers with better GPU portability layer choices for their tasks.",ATLAS,"['GPU', 'HPC', 'HEP', 'Portability Layer', 'Programming Model']",2,Oral
2024-03-12,03:30:00 PM,Theatre,New developments and applications of a Deep-learning-based Full Event Interpretation (DFEI) in proton-proton collisions,Advanced DFEI using Graph Neural Networks for heavy-hadron decay chain identification in increased collision events of LHC Run 3,LHCb,"['Deep learning', 'Hadron collisions', 'Graph Neural Networks', 'Event Interpretation', 'LHC Run 3', 'Background suppression', 'Data analysis']",3,Oral
2024-03-12,03:10:00 PM,Theatre,Improving Computational Performance of a GNN Track Reconstruction Pipeline for ATLAS,"In the presentation 'Improving Computational Performance of a GNN Track Reconstruction Pipeline for ATLAS', the author addresses the use of deep learning within the GNN4ITk framework to track reconstruction for the HL-LHC upgrade at the ATLAS detector. The talk focuses on the comparison of various model configurations and their associated computational and physics performance enhancement and cost reduction practices.",ATLAS,"['GNN track reconstruction', 'Deep learning in physics', 'Computation efficiency', 'High-Level LHC upgrade']",3,Oral
2024-03-12,02:50:00 PM,Theatre,Accelerating Machine Learning Inference on GPUs with SYCL using SOFIE,"SOFIE, part of ROOT, now generates SYCL for inference acceleration using Intel MKL BLAS for increased speed in machine learning model execution on GPUs",,"['Machine Learning', 'SYCL', 'GPUs', 'ROOT', 'Inference', 'C++', 'Intel MKL BLAS']",3,Oral
2024-03-12,02:30:00 PM,Theatre,Optimizing ANN-Based Triggering for BSM events with Knowledge Distillation,"A focus on employing Autoencoders for triggering of BSM events at the LHC, improved via Knowledge Distillation on hardware using FPGAs. Investigates optimized distillation for latency, performance, and hardware footprint. Explores co-training distributed model training approach, integrating both student and teacher learning concurrently to enhance distillation efficacy. No quantization method comparison within the research",,"['ML', 'ANN', 'Data Efficiency', 'LHC', 'Data Analysis', 'Event Triggering', 'BSM Events', 'FPGA', 'KD']",3,Oral
2024-03-11,08:50:00 PM,Theatre,HPC Friendly HEP data model and RNTuple in HEP-CCE,HEP-CCE develops HPC-friendly data models for HE experiment efficiency on HPC and ROOT::RNTuple storage for optimized ROOT data management and processing offloading feasibility analysis,,"['High Performance Computers', 'High Energy Physics', 'High Performance Computing', 'Data Models', 'HPC-Friendly Storage', 'ROOT::RNTuple', 'HDF5', 'Data Offloading', 'Compute Accelerators']",3,Oral
2024-03-11,08:30:00 PM,Theatre,Seamless transition from TTree to RNTuple analysis with RDataFrame,"This session discusses the integration of RNTuple and RDataFrame for TTree data analysis transitions for the High-Luminosity LHC era, ensuring no change in RDataFrame analysis flow. Performance benchmarks of r-to-rntuple conversion demonstrate significant processing improvements. The integration allows distributed computing on a CERN HTCondor pool using ROOT IO formats without breaking API contracts in analyses already in RDataFrame architecture.",CERN ROOT Community,"['High-Luminosity LHC', 'ROOT data formats', 'RDataFrame Integration', 'Distributed Computing', 'Performance Benchmarking', 'Condor HTPool Usage']",3,Oral
2024-03-11,08:10:00 PM,Theatre,RNTupleInspector: A storage information utility for RNTuple,"Utilizing over 25 years of ROOT TTree experience and addressing data volume increases, RNTuple Inspector tool assists engineers with understanding RNTuple storage systems; it includes integration aid for experiments working with ROOT's next IO subsystem and provides a storage information interface with flexible usage modes. Example use cases are presented to demonstrate its application. ✅",,"['ROOT TTree', 'RNTuple', 'data I/O system', 'data storage patterns', 'ROOT Inspection Tool']",3,Oral
2024-03-11,07:50:00 PM,Theatre,Persistifying the complex Event Data Model of the ATLAS Experiment in RNTuple,"Investigating the persistence of ATLAS event data in ROOT's RNTuple format, focusing on handling complex structures derived from LHC collision events. Discusses foundational work for future-proofed I/O in particle physics experiments. Excludes quantum computation methods and lattice gauge theory, concentrating on classical computing and dataset persistence in particle physics research settings, including long-lived experiments and exotics. Emphasizes RNTuple's role in maintaining complexity through transient-persistent event separation, data model refinement, and compatibility across various storage backends. Not specifically addressing exotic machine learning techniques or quantum computing advances in analyzing or storing experimental data but offers insights into current I/O strategies for complex real-world particle physics datasets. Interest in the practical application and evolution of data storage and processing in experiment infrastructures and standard methodologies without deep integration of recent AI enhancements and quantum computation models in the specific context of this talk. Not directly engaging topics like neutral or short-lived exotic particles, which could be part of future advanced data generation challenges. Potential interest in methodological aspects that could inform similar considerations in such areas. The talk's relevance to a broader range of data-centric challenges in particle physics experiments beyond a select few novel experimental discoveries or specific AI technologies. Provides a look into ongoing efforts to manage, preserve, and analyze data in particle physics datasets, key to unorthodox and long-standing data characteristics. It may resonate with those considering persistence infrastructure upgrades and future-proofing efforts for similarly complex data models without current AI enhancements, particularly for institutions or projects dealing with classical data storage and processing challenges that don't directly involve quantum computation or real-time analysis constraints. The talk potentially offers a useful reference on managing sophisticated, sizeable datasets that form the backbone of modern-day particle physics experiments. Key insights could benefit the design, analysis, and longevity of various kinds of experiments, without direct applications to quantum advancements or real-time, instant analysis techniques.",ATLAS,"['ATLAS experiment', 'Event Data Model (EDM) persistence', 'ROOT RNTuple', 'Data model storage backends', 'Classical computing technologies', 'Experimental data analysis']",3,Oral
2024-03-14,08:50:00 PM,Lecture Hall 2,dilax: Differentiable Binned Likelihoods in JAX,"dilax introduces performance-optimized differentiable JAX likelihood functions for binned data, allowing simultaneous fits on GPUs, with broad implications for particle physics analysis. Benchmarks provided, focusing on differentiable computing advancement within the statistical inference toolset for experimental physics applications. Not an exotic or AI tool; lacks relevance to neutrino physics.",blank,"['hidden sector physics', 'differentiable programming', 'JAX', 'autodifferentiation', 'particle physics', 'likelihood functions', 'binned data', 'GPU acceleration']",2,Oral
2024-03-14,08:30:00 PM,Lecture Hall 2,The SciDAC QuantOM Framework: A Composable Workflow,"The SciDAC QuantOM framework streamlines Deep Inelastic Scattering data analysis with modular and composable workflows. It focuses on physics events leveraging nuclear theory and deep learning techniques for optimal data interpretation for the Jefferson Lab and planned experiments. The framework also accounts for the efficient running of diverse analyses through its modular component design, presenting both current successes and potential future improvements and applications within the field of particle physics that include, but are not limited to, Quantum Chromodynamics and Nuclear Tomography.",,"['Quantum Chromodynamics', 'Nuclear Tomography', 'Deep Inelastic Scattering', 'SciDAC Project', 'Data Analysis', 'Generative Adversarial Networks', 'Reinforcement Learning', 'Nuclear Phenomenology', 'Composable Workflow']",3,Oral
2024-03-14,08:10:00 PM,Lecture Hall 2,"AI-based Data Popularity, Placement Optimization for a Novel Multi-tiered Storage System at BNL/SDCC Facility",A novel AI-based tool facilitates efficient data popularity prediction and placement optimization in multi-tiered storage systems at BNL/SDCC,Blank,"['AI/ML', 'Data popularity prediction', 'Data placement optimization', 'Multi-tiered storage', 'Efficient data management', 'Scientific data analysis', 'High Energy Physics', 'High Energy Nuclear Physics']",3,Oral
2024-03-14,07:50:00 PM,Lecture Hall 2,Implementing an emissions model for dual phase xenon TPCs with probabilistic programming,Probabilistic programming framework implementation for emissions model in dual phase xenon TPCs facilitates energy reconstruction with latent variable inference,,"['Probabilistic Programming', 'Emissions Model', 'Neutrino Experiment', 'Xenon Time Projection Chambers', 'Latent Variable Inference']",2,Oral
2024-03-14,06:50:00 PM,Lecture Hall 2,From Amsterdam to ACAT 2024: The Evolution and Convergence of Declarative Analysis Language Tools and Imperative Analysis Tools,"Review of declarative and imperative analysis tools in high-energy physics; convergence trends and interaction models post-AIMS retreat findings discussed, aiming for efficiency and code reuse enhancements",,"['Declarative Analysis Languages (DALs).', 'Declarative Analysis Tools (DATs).', 'High-Energy Physics (HEP).', 'Data Analysis Infrastructure (DAI).', 'Analysis Language Adaptation (ALA).', 'Heavy Ion Experiment (HiEE).']",3,Oral
2024-03-14,06:30:00 PM,Lecture Hall 2,Consistent multi-differential histogramming and summary statistics with YODA2,"Revolutionized histogramming in particle physics using generalized multi-differential histograms, offering tools for collider data analysis with focus on Bayesian inference and machine learning techniques, re-implemented in C++ for scalability in Rivet and Contur datasets. Demonstrated through collaborations with Rivet and Contur projects at ATLAS.",ATLAS,"['Histogram', 'Bayesian Inference', 'Machine Learning', 'Particle Physics', 'YODA', 'Collider Data Analysis', 'Distributed Computing']",3,Oral
2024-03-14,06:10:00 PM,Lecture Hall 2,Common Analysis Tools in CMS,"CMS introduces Common Analysis Tools (CAT) for bridging the gap between data, simulation, and publishing results, focusing on frameworks for data processing, analysis workflows, and statistical interpretation",CMS,"['Common Analysis Tools', 'Data Processing', 'Analysis Workflows', 'Statistical Interpretation']",0,Oral
2024-03-14,05:50:00 PM,Lecture Hall 2,Deep Learning-Based C14 Pile-Up Identification in the JUNO Experiment,"Deep learning techniques applied to the identification of C14 pile-up in positron measurements to determine neutrino mass ordering at JUNO experiments, overcoming the challenge of their small signal amidst other events",JUNO Experiment,"['Deep Learning', 'Neutrino Physics', 'C14 detection', 'Pile-up Identification', 'Energy Resolution']",3,Oral
2024-03-14,05:30:00 PM,Lecture Hall 2,Offline filter of data with abnormal high voltage at BESIII drift chamber,"This talk discusses the development of an offline filter algorithm to address serious high voltage instability in the BESIII drift chamber, ensuring data quality by removing events with wrong dE/dx measurements due to high voltage fluctuations caused by beam-related backgrounds. It did not meet the topics of your interest but covers interesting detector operation and data quality in particle physics experiments. This subject could provide value in understanding the stability of data collection processes in complex environments at high particle collision experiments. However, there is no direct link to hidden sector physics or machine learning/AI applications, which you are interested in. Expect technical concepts but minimal discussion on cutting-edge research topics or methods relevant to your interest. This abstract provides a standard problem-solving narrative familiar in particle physics, specifically regarding detector performance during high-energy physics experiments, but does not delve into areas of specialized interest like hidden sector theories or advanced AI techniques for data analysis and analysis frameworks. Therefore, despite its relevance to the field, the content aligns least with your specified interests.",,"['Data quality', 'High voltage instability', 'Offline filter algorithm', 'BESIII drift chamber', 'dE/dx measurement']",2,Oral
2024-03-13,08:50:00 PM,Lecture Hall 2,An empirical performance-portability evaluation for Lorentz Vectors computations via SYCL,"SYCL port optimization of Lorentz Vectors in HEP toolkit presented. Comparable CUDA performances for NVIDIA. Broad multi-platform reach, including new accelerators envisioned in HEP compute landscape evolution. GenVectorX with SYCL enhances GenVector, targets data processing in HEP experiments efficiently with parallel computing without hardware specific dependencies, promising a single-source open development for various GPU manufacturers' GPUs in high energy physics computations.",,"['SYCL', 'High Energy Physics', 'GenVectorX', 'multi-platform', 'Lorentz Vectors', 'ROOT', 'GPU computing']",3,Oral
2024-03-13,08:30:00 PM,Lecture Hall 2,To be or not to be Equivariant?,"Study on PELICAN equivariant model performance without symmetry; uses transformer with explicit and implicit equivariance breakdown techniques. Assesses performance in permuting and Lorentz equivariant tasks and compares baseline equivariant architectures to non-equivariant equivalent models. No reference to ServiceX, quantum computing, or particle exotics. Short interest explanation: intrigued by application of neural networks to symmetry properties, but less by high-performance models as no specific ATLAS/CMS/LHCb/MATHUSLA context.",,"['Equivariant Models', 'Machine Learning', 'Performance Analysis', 'Lorentz Group', 'Permutations']",3,Oral
