Date,Time,Room,Title,Summary,Experiment,Keywords,Interest,Type,Confidence,Unknown Terms
,,,Bayesian analyses of the A2HDM with low-mass scalars,The presentation discusses the Aligned-two-Higgs-doublet model's ability to address Standard Model shortcomings and analyze low-mass scalars using Bayesian statistical methods.,,"['Two-Higgs-doublet models', 'A2HDM', 'Bayesian analysis', 'CP violation', 'low-mass scalars']",1,,0.7,[]
,,,The performance of missing transverse momentum reconstruction and its significance with the ATLAS detector using 140 fb-1 of sqrt(s)=13 TeV pp collisions,"The study focuses on reconstructing missing transverse momentum in pp collisions, highlighting performance improvements and resolution metrics using the ATLAS detector.",ATLAS,"['missing transverse momentum', 'MET', 'ATLAS detector', 'pp collisions', 'pile-up', 'leptonic tau decays']",1,,0.7,[]
,,,Upgraded Lucid and Zero Degree Calorimeter Detectors for ATLAS at the High Luminosity,The presentation discusses the design and performance of upgraded luminosity and zero-degree calorimeter detectors for the ATLAS experiment at the HL-LHC.,ATLAS,"['luminosity measurement', 'calorimeters', 'radiation hard', 'LHC', 'detector design']",1,,0.7,[]
,,,Status of the ATLAS MDT Trigger Processor for the HL-LHC Upgrade,"The presentation discusses the upgrade of the ATLAS muon trigger for the HL-LHC, focusing on the MDT Trigger Processor's performance and hardware development.",ATLAS,"['HL-LHC', 'muon trigger', 'MDT Trigger Processor', 'trigger algorithm', 'hardware development']",1,,0.8,[]
,,,Search for Resonant Production of Dark Quarks in the Dijet Final State with the ATLAS Detector,"The study searches for a Z' resonance decaying into dark quarks using ATLAS data, setting limits on the Z' production cross-section.",ATLAS,"['dark quarks', ""Z' resonance"", 'ATLAS', 'LHC', 'dijet final state']",3,,0.85,[]
,,,Offline secondary vertex reconstruction for the Phase-2 Upgrade of the CMS detector,The presentation discusses the reconstruction of secondary vertices for jet tagging in the upgraded CMS detector for the High-Luminosity LHC.,CMS,"['vertex reconstruction', 'secondary vertices', 'jet tagging', 'CMS detector', 'High-Luminosity LHC']",1,,0.7,[]
,,,Radiative neutrino mass and chiral dark matter from $U(1)$ symmetry,"The study explores minimal Scotogenic models with dark U(1) gauge symmetry, inducing neutrino masses at one-loop and presenting a chiral dark matter candidate.",,"['Scotogenic models', 'dark matter', 'U(1) gauge symmetry', 'neutrino masses', 'phenomenology']",1,,0.7,[]
,,,Graph Neural Network for Boosted Top Jet Classification with MATLAB using the CMS Open Data,"The work discusses classifying jets from top quarks using a Graph Neural Network with CMS Open Data, comparing it to other algorithms.",CMS,"['Graph Neural Network', 'jet classification', 'top quarks', 'CMS Open Data', 'MATLAB']",2,,0.6,[]
,,,Towards Universal Unfolding using Denoising Diffusion,A novel unfolding method using conditional denoising diffusion models to improve precision measurements in high-energy physics by generalizing across various processes and distributions.,LHC,"['unfolding', 'denoising diffusion', 'high-energy physics', 'LHC jets', 'new physics']",2,,0.7,[]
,,,CMS ECAL: Potential Improvements to Spike Rejection in the Level-1 Trigger via a New Hardware Feature in Run 3,The presentation discusses improvements to spike rejection in the CMS ECAL Level-1 trigger using new hardware features to enhance performance during LHC collisions.,CMS,"['ECAL', 'L1 trigger', 'spike rejection', 'hardware improvements', 'LHC']",1,,0.7,[]
,,,A modern analysis framework for streamlining evaluation of heavy flavor tagging performance in CMS,"The presentation discusses a framework for evaluating heavy flavor tagging performance in CMS using Run-3 data, focusing on simulation reliability.",CMS,"['heavy flavor tagging', 'jet identification', 'Run-3 data', 'columnar analysis', 'event selection']",2,,0.7,[]
,,,Gamma irradiation of ITk silicon strip modules with early breakdown,The study investigates the effects of gamma irradiation on silicon strip modules to improve their performance amid increased radiation in the HL-LHC.,ATLAS,"['gamma irradiation', 'silicon strip modules', 'early breakdown', 'HL-LHC', 'detector upgrades']",1,,0.3,[]
,,,LHCb SciFi Tracker and future upgrades,"The LHCb experiment will upgrade its SciFi Tracker to handle increased luminosity and radiation, focusing on enhanced track reconstruction and detection technology.",LHCb,"['tracking system', 'high luminosity', 'Scintillating Fibre', 'SiPM', 'HV-CMOS', 'radiation environment']",1,,0.7,[]
,,,Collective effects in small collision systems from PYTHIA8 and EPOS4 simulations,"The talk investigates collective behavior in small collision systems using PYTHIA8 and EPOS4 simulations, focusing on azimuthal correlations and anisotropic flow coefficients.",,"['collective behavior', 'small collision systems', 'quark-gluon plasma', 'PYTHIA8', 'EPOS4', 'azimuthal correlations', 'flow coefficients']",1,,0.8,[]
,,,Measurement of the energy-energy correlator in the back-to-back limit using the archived ALEPH e+e- data at 91.2 GeV,"This work presents measurements of energy-energy correlators (EECs) from archived ALEPH e+e- data, focusing on QCD studies in jets and back-to-back limits.",ALEPH,"['energy-energy correlators', 'QCD', 'e+e- collisions', 'ALEPH', 'jets']",1,,0.7,[]
,,,A joint experiment for both muon tomography and dark matter search,The presentation discusses new methods for detecting light mass dark matter using muon interactions and muon tomography for various applications.,,"['dark matter', 'muon tomography', 'muon interactions', 'detection methods']",1,,0.6,[]
,,,Thermal and mechanical validation tests of the CMS barrel MIP Timing Detector,"The CMS MIP Timing Detector is designed to improve time-of-arrival measurements of particles, enhancing pileup interaction resolution at the High Luminosity LHC.",CMS,"['MIP Timing Detector', 'SiPM', 'High Luminosity LHC', 'pileup interactions', '4D reconstruction']",1,,0.7,[]
,,,Exploring near-conformal Hidden Valley theories,This research investigates near-conformal Hidden Valley theories using dark-showers as collider signatures and presents phenomenological results from a new RGE framework.,,"['Hidden Sector Physics', 'near-conformal theories', 'dark sector', 'renormalization group equations', 'collider signatures']",3,,0.9,[]
,,,Upgrade of ATLAS Hadronic Tile Calorimeter for the High Luminosity LHC,The upgrade of the Tile Calorimeter for the High-Luminosity LHC involves new electronics for better performance under high luminosity and pile-up conditions.,ATLAS,"['Tile Calorimeter', 'High Luminosity LHC', 'electronics upgrade', 'trigger system', 'radiation-tolerant']",1,,0.7,[]
,,,The ID tracking trigger for run-3 of the ATLAS experiment,"The talk discusses the Inner Detector tracking trigger improvements for Run 3 of ATLAS, focusing on novel tracking strategies and machine learning applications for BSM searches.",ATLAS,"['tracking trigger', 'machine learning', 'long-lived particles', 'Beyond the Standard Model', 'LHC']",3,,0.9,[]
,,,Performance and calibration of the ATLAS Tile Calorimeter,"The Tile Calorimeter is a crucial component of the ATLAS experiment, focusing on its performance, calibration, and energy measurement using LHC data.",ATLAS,"['Tile Calorimeter', 'calibration', 'performance', 'LHC', 'signal reconstruction']",1,,0.7,[]
,,,Performance of the New Small Wheel Muon Trigger Electronics for the ATLAS Experiment at CERN,"The presentation discusses the upgrade of the Muon Spectrometer in the ATLAS detector, focusing on the performance of new trigger electronics and algorithms.",ATLAS,"['Muon Spectrometer', 'trigger electronics', 'MicroMegas', 'Thin Gap Chambers', 'ATLAS upgrade']",1,,0.7,[]
,,,ATLAS Trigger menu in Run-3,"The ATLAS trigger system for Run 3 efficiently selects physics events, including those related to long lived particles and di-Higgs, amidst high collision rates.",ATLAS,"['trigger system', 'event selection', 'long lived particles', 'di-Higgs', 'Run 3']",2,,0.7,[]
,,,ATLAS ITk Pixel Detector Overview,"The presentation discusses the development and challenges of the ATLAS Inner Tracker pixel detector for high-luminosity operation, focusing on sensor technologies and performance testing.",ATLAS,"['pixel detector', 'Inner Tracker', 'radiation hardness', 'silicon sensor technologies', 'high-luminosity LHC']",1,,0.7,[]
,,,The ATLAS Liquid Argon Calorimeter readout electronics will be upgraded for the HL-LHC,"The presentation discusses upgrades to the ATLAS Liquid Argon Calorimeter readout electronics, focusing on new components for improved performance and calibration.",ATLAS,"['calorimeter', 'electronics', 'ADC', 'FPGAs', 'signal processing']",1,,0.7,[]
,,,Construction of the ATLAS ITk strip detector for the HL-LHC era,"The abstract discusses the design and construction of the ATLAS ITk strip detector for the High Luminosity LHC, focusing on its features and integration testing.",ATLAS,"['ITk', 'strip detector', 'High Luminosity LHC', 'silicon sensors', 'ASIC']",1,,0.8,[]
,,,Visualisation of CP-violation effects in decay-time-dependent analyses of multibody B-meson decays,"The presentation discusses a novel method for visualizing CP-violation effects in B meson decays, particularly focusing on multibody final states and their asymmetries.",LHCb,"['CP-violation', 'B-meson decays', 'asymmetry', 'interference', 'decay-time-dependent analysis']",1,,0.7,[]
,,,Mitigation strategies for sensor fracturing in the ITk Strip Detector,The talk discusses the challenges and mitigation strategies for sensor fracturing in the ITk Strip Detector during the upgrades for the HL-LHC.,ATLAS,"['ITk', 'strip detector', 'sensor fracturing', 'thermal cycling', 'HL-LHC']",1,,0.7,[]
,,,How Citizen-Scientists can search for new particles at the LHC,Citizen scientists engaged in searching for new particles at the LHC using simulated and real data to optimize detection algorithms.,ATLAS,"['citizen science', 'LHC', 'long-lived particles', 'Higgs boson', 'data sonification']",2,,0.6,[]
,,,Monte Carlo reweighting for efficient hadronization parameter uncertainty estimation,"This work discusses a new Monte Carlo reweighting technique for estimating uncertainties in hadronization parameters, improving simulation efficiency for high-statistics events.",,"['Monte Carlo', 'hadronization', 'uncertainty estimation', 'simulation', 'Lund string-fragmentation']",1,,0.6,[]
,,,Accelerated Quantum Circuit Monte-Carlo Simulation for Heavy Quark Thermalization,This work explores heavy quark thermalization in the quark-gluon plasma using an accelerated quantum circuit Monte-Carlo simulation framework.,,"['heavy quarks', 'quark-gluon plasma', 'quantum computing', 'Monte-Carlo simulation', 'thermalization']",1,,0.3,[]
,,,Multi-scale Imaging of Nuclear and Proton Geometry,"The study investigates the structure of protons and nuclei using Bayesian inference and JIMWLK evolution, focusing on their geometry in heavy-ion collisions and EIC.",EIC,"['proton structure', 'nuclear geometry', 'Bayesian inference', 'JIMWLK evolution', 'heavy-ion collisions']",1,,0.6,[]
,,,A future experiment to measure dipole moments of short-lived particles at the LHC,The presentation discusses a fixed-target experiment at the LHC to measure dipole moments of charmed baryons and the tau lepton using advanced detector technologies.,LHC,"['dipole moments', 'charmed baryons', 'tau lepton', 'particle channeling', 'spin precession', 'bent crystals', 'silicon pixel sensors']",1,,0.6,[]
,,,"Reconstruction, performance and physics opportunities with long-lived particles with lifetime exceeding 100 ps at LHCb","The talk focuses on reconstructing long-lived particles at LHCb using a new software-based trigger, enhancing performance and physics opportunities.",LHCb,"['long-lived particles', 'LHCb', 'reconstruction', 'trigger system', 'algorithms']",3,,0.9,[]
,,,Accelerating resonance discovery via signature-oriented pre-training,"This study presents 'Sophon', a model that uses signature-oriented pre-training to enhance high-mass resonance detection at the LHC with improved sensitivity.",LHC,"['high-mass resonances', 'signature-oriented pre-training', 'jet model', 'weakly-supervised learning']",2,,0.75,[]
,,,Search for t-channel leptoquark production in the high mass dilepton spectrum,"This study investigates leptoquark production via Drell-Yan processes using CMS data, focusing on high mass dilepton states and presenting exclusion limits on Yukawa couplings.",CMS,"['leptoquark', 'Drell-Yan', 'high mass dilepton', 'Yukawa couplings']",1,,0.7,[]
2024-06-07,11:00:00 AM,,Performance of the particle identification system at LHCb,The presentation likely discusses the performance metrics and capabilities of the particle identification system used in the LHCb experiment.,LHCb,"['particle identification', 'LHCb', 'performance metrics']",1,,0.7,[]
2024-06-07,11:36:00 AM,,"Overview of jets, jet sub-structure, b/c-tagging and tau performance at ATLAS and CMS","The presentation focuses on jets and their sub-structure, including b/c-tagging and tau performance, relevant for jet physics at the ATLAS and CMS experiments.","ATLAS, CMS","['jets', 'jet sub-structure', 'b-tagging', 'c-tagging', 'tau performance']",1,,0.3,[]
2024-06-07,11:54:00 AM,,Machine learning in online/offline calibration and reconstruction at the LHC,"The talk focuses on the application of machine learning for calibration and reconstruction processes at the LHC, including both online and offline methods.",LHC,"['machine learning', 'calibration', 'reconstruction', 'LHC']",3,,0.85,[]
2024-06-07,12:12:00 PM,,"Tracking, particle flow and muon performance at CMS and ATLAS",The talk likely discusses tracking and performance metrics for muons in the CMS and ATLAS experiments.,"CMS, ATLAS","['tracking', 'particle flow', 'muon performance', 'CMS', 'ATLAS']",1,,0.7,[]
2024-06-06,11:36:00 AM,,Pileup suppression with timing detectors,"The abstract discusses techniques for mitigating pileup effects in particle detectors using timing information, enhancing data quality and analysis outcomes.",,"['pileup suppression', 'timing detectors', 'data analysis']",1,,0.5,[]
2024-06-06,11:18:00 AM,,Software framework for HL-LHC reconstruction,The abstract discusses a software framework developed for the High Luminosity Large Hadron Collider (HL-LHC) reconstruction processes.,Unknown,"['software', 'framework', 'HL-LHC', 'reconstruction']",1,,0.4,[]
2024-06-06,11:00:00 AM,,ALICE 3 simulation and performance tools,The abstract does not provide any details about the simulation and performance tools used in ALICE 3.,ALICE,"['simulation', 'performance tools', 'ALICE 3']",1,,0.2,[]
,,,Level-1 Tracking at CMS for the HL-LHC,The talk focuses on the development of a Level-1 tracking system for the CMS detector at HL-LHC to manage high data rates and pileup interactions using silicon sensors and FPGA technology.,CMS,"['Level-1 Trigger', 'Tracking', 'HL-LHC', 'FPGA', 'Silicon Sensors']",1,,0.7,[]
2024-06-03,12:12:00 PM,,Recent results on light mediators searches in ATLAS,"The presentation discusses searches for light mediators in the ATLAS experiment, focusing on recent results.",ATLAS,"['light mediators', 'searches', 'ATLAS']",1,,0.4,[]
2024-06-07,12:12:00 PM,,Recent results on LLPs with (semi)leptonic final states in CMS,The presentation discusses recent findings related to long-lived particles with semi-leptonic decay channels in the CMS experiment.,CMS,"['Long Lived Particles', 'Semi-leptonic final states', 'CMS', 'Particle Physics']",3,,0.9,[]
2024-06-03,11:54:00 AM,,Recent results on prompt searches in CMS,"The talk focuses on recent prompt search results from the CMS experiment, detailing findings and methodologies used.",CMS,"['prompt searches', 'CMS', 'particle physics', 'results']",1,,0.5,[]
2024-06-07,11:54:00 AM,,Recent results on LLPs from displaced vertices in ATLAS,The presentation discusses recent findings related to long-lived particles (LLPs) observed through displaced vertices in the ATLAS detector.,ATLAS,"['Long Lived Particles', 'Displaced Vertices', 'ATLAS']",3,,0.9,[]
2024-06-07,11:36:00 AM,,Recent results on LLPs with hadronic final states in CMS,The presentation discusses recent findings related to long-lived particles (LLPs) with hadronic final states in the CMS experiment.,CMS,"['Long Lived Particles', 'LLPs', 'hadronic final states', 'CMS']",3,,0.9,[]
2024-06-03,11:36:00 AM,,Recent results on prompt searches in ATLAS,"The presentation discusses recent prompt search results from the ATLAS experiment, focusing on new findings in particle physics.",ATLAS,"['prompt searches', 'ATLAS', 'particle physics']",1,,0.3,[]
2024-06-03,11:18:00 AM,,Search for low-mass axion-like particles at LHCb,"The talk focuses on the search for low-mass axion-like particles, likely involving experimental techniques at LHCb.",LHCb,"['axion-like particles', 'LHCb', 'particle physics', 'exotic particles']",1,,0.5,[]
2024-06-07,11:18:00 AM,,Recent results on LLPs in ATLAS,The presentation discusses recent findings related to long lived particles (LLPs) in the ATLAS experiment.,ATLAS,"['Long Lived Particles', 'ATLAS', 'Exotics', 'SUSY']",3,,0.9,[]
2024-06-03,11:00:00 AM,,Theory of light BSM particles at the LHC,The presentation likely discusses theoretical aspects of light Beyond the Standard Model (BSM) particles relevant to LHC experiments.,LHC,"['BSM', 'LHC', 'light particles', 'theory']",1,,0.7,[]
2024-06-07,11:00:00 AM,,Theory overview on long-lived particles,"The presentation focuses on long-lived particles, a topic relevant to several theories in particle physics, particularly in the context of new physics beyond the Standard Model.",,"['long-lived particles', 'theory', 'exotics', 'SUSY']",3,,0.9,[]
,,,MoeDAL-MAPP results and upgrades,"The abstract lacks details, making it difficult to assess its relevance to my interests in particle physics.",,[],1,,0.2,[]
2024-06-07,08:54:00 AM,,HNLs at ATLAS,The talk likely discusses the investigation of Heavy Neutral Leptons (HNLs) using the ATLAS detector at the LHC.,ATLAS,"['HNLs', 'ATLAS', 'LHC', 'Hidden Sector']",2,,0.6,[]
2024-06-07,08:36:00 AM,,HNLs at LHCb,"The talk likely discusses the search for heavy neutral leptons (HNLs) at the LHCb experiment, focusing on their potential discovery or properties.",LHCb,"['HNLs', 'LHCb', 'exotics']",2,,0.6,[]
2024-06-07,08:18:00 AM,,HNLs at CMS,"The talk likely discusses Heavy Neutral Leptons (HNLs) within the context of the CMS experiment, exploring their properties and implications.",CMS,"['Heavy Neutral Leptons', 'HNLs', 'CMS', 'Particle Physics']",2,,0.5,[]
2024-06-07,08:00:00 AM,,Heavy Neutral Leptons: Theoretical Overview,"The talk likely discusses theoretical aspects of heavy neutral leptons, focusing on their properties and implications in particle physics.",,"['heavy neutral leptons', 'theoretical physics']",1,,0.7,[]
2024-06-06,11:54:00 AM,,Recent results on dark sectors in CMS,"The presentation discusses recent findings related to dark sectors, potentially involving hidden physics.",CMS,"['dark sectors', 'hidden sector physics', 'CMS']",3,,0.9,[]
2024-06-06,12:12:00 PM,,Recent results on dark sectors in ATLAS,"The talk focuses on recent findings related to dark sectors within the ATLAS experiment, potentially exploring hidden physics.",ATLAS,"['dark sectors', 'hidden physics', 'ATLAS']",2,,0.6,[]
2024-06-06,11:36:00 AM,,Theory overview on dark showers,"The abstract discusses theoretical aspects of dark showers, potentially related to hidden sector physics.",,"['dark showers', 'hidden sector', 'theory']",2,,0.6,[]
2024-06-06,11:18:00 AM,,FASER results on BSM physics,The presentation discusses results from the FASER experiment related to Beyond Standard Model physics.,FASER,"['BSM physics', 'FASER', 'long-lived particles']",2,,0.6,[]
2024-06-06,11:00:00 AM,,FIPs and other BSM phenomena for small LHC experiments,"Discussion of new physics phenomena related to fundamental interactions, potentially involving light hidden sectors or long-lived particles in small-scale LHC experiments.",unknown,"['FIPs', 'BSM', 'LHC', 'hidden sectors', 'long-lived particles']",2,,0.6,[]
2024-06-07,09:30:00 AM,,"Experimental overview of EFT, including global fit (EWK+Higgs+Top)","The presentation discusses the experimental aspects of Effective Field Theory (EFT) and its global fit concerning electroweak interactions, Higgs, and top quark physics.",,"['Effective Field Theory', 'Electroweak', 'Higgs', 'Top Quark']",1,,0.7,[]
2024-06-07,09:12:00 AM,,Theory overview of EFT in the electroweak sector,"The abstract discusses an overview of effective field theory (EFT) in the electroweak sector, focusing on theoretical aspects.",,"['EFT', 'electroweak', 'theory']",1,,0.7,[]
2024-06-07,08:54:00 AM,,Experimental overview of VBS/VBF measurements at the LHC,The presentation focuses on vector boson scattering and vector boson fusion measurements at the LHC.,LHC,"['VBS', 'VBF', 'LHC', 'measurements']",1,,0.3,[]
2024-06-07,08:36:00 AM,,Theory of diboson production,The abstract discusses the theoretical aspects of diboson production in particle physics.,,"['diboson', 'production', 'theory']",1,,0.7,[]
2024-06-07,08:18:00 AM,,Dibosons and polarization measurements in CMS,The presentation focuses on diboson processes and polarization measurements conducted in the CMS experiment.,CMS,"['dibosons', 'polarization', 'CMS', 'measurements']",1,,0.4,[]
2024-06-07,08:00:00 AM,,Diboson and polarization measurements in ATLAS,The presentation likely covers analysis of diboson production and polarization effects using data from the ATLAS experiment.,ATLAS,"['diboson', 'polarization', 'ATLAS', 'measurements']",1,,0.7,[]
2024-06-04,12:12:00 PM,,QCD & neutrino physics for small LHC experiments (Theory),The talk discusses QCD and neutrino physics in the context of small experiments at the LHC.,,"['QCD', 'neutrino physics', 'LHC', 'small experiments']",1,,0.8,[]
2024-06-04,11:54:00 AM,,Electroweak precision measurements in heavy ion and UPC collisions at LHC,"The presentation discusses electroweak measurements in heavy ion and ultra-peripheral collisions, focusing on precision in the context of LHC experiments.",LHC,"['Electroweak', 'Heavy Ion', 'UPC', 'LHC', 'Precision Measurements']",1,,0.7,[]
2024-06-04,11:36:00 AM,,Overview of neutrino studies at SND,"The presentation focuses on neutrino studies, but lacks specific details and does not align with my interests.",,"['neutrino', 'studies', 'SND']",1,,0.7,[]
2024-06-04,11:18:00 AM,,Overview of neutrino studies at FASER,"The presentation covers neutrino studies at FASER, likely involving detection and analysis techniques related to neutrinos.",FASER,"['neutrinos', 'FASER', 'particle physics']",1,,0.8,[]
2024-06-04,11:00:00 AM,,Rare decays of electroweak bosons at CMS and ATLAS,"This talk likely discusses the rare decays of electroweak bosons, focusing on the experimental results from CMS and ATLAS.","CMS, ATLAS","['rare decays', 'electroweak bosons', 'CMS', 'ATLAS']",1,,0.4,[]
2024-06-04,09:30:00 AM,,PDFs for precision measurements at the LHC,The presentation discusses parton distribution functions (PDFs) and their role in precision measurements at the LHC.,LHC,"['PDFs', 'precision measurements', 'LHC']",1,,0.7,[]
2024-06-04,08:54:00 AM,,W mass: theory overview,The abstract focuses on the theoretical aspects of W boson mass without providing specific experimental insights or relevance to current topics of interest.,,"['W mass', 'theory', 'particle physics']",1,,0.8,[]
2024-06-04,08:36:00 AM,,Precision electroweak measurements in ATLAS,The presentation focuses on precision measurements related to electroweak interactions using data from the ATLAS experiment.,ATLAS,"['electroweak', 'precision measurements', 'ATLAS']",1,,0.7,[]
2024-06-04,08:00:00 AM,,Precision electroweak measurements in CMS,The presentation discusses measurements related to electroweak interactions at the CMS experiment.,CMS,"['electroweak', 'measurements', 'CMS']",1,,0.3,[]
2024-06-07,12:12:00 PM,,Opportunities in heavy flavour physics at the HL-LHC experiments,The talk discusses new research opportunities in heavy flavour physics within the context of the High-Luminosity LHC.,HL-LHC,"['heavy flavour physics', 'HL-LHC', 'opportunities']",1,,0.7,[]
2024-06-07,11:54:00 AM,,Heavy Ion physics at the HL-LHC experiments,The presentation discusses heavy ion physics in the context of high-luminosity LHC experiments.,HL-LHC,"['heavy ion physics', 'LHC', 'high-luminosity', 'experiments']",1,,0.7,[]
2024-06-07,11:36:00 AM,,New ideas for measurements and searches at the HL-LHC,"The talk discusses innovative measurement techniques and search strategies at the High-Luminosity LHC, focusing on potential new physics.",HL-LHC,"['measurements', 'searches', 'High-Luminosity LHC', 'new physics']",1,,0.3,[]
2024-06-07,11:18:00 AM,,Luminosity measurements at the HL-LHC,The presentation discusses techniques for measuring luminosity at the High-Luminosity LHC.,LHC,"['luminosity', 'HL-LHC', 'measurements']",1,,0.7,[]
2024-06-07,11:00:00 AM,,Prospects for light-ion operation at the HL-LHC: machine developments and physics opportunities,The talk discusses machine developments and potential physics opportunities related to light-ion operation at the HL-LHC.,,"['HL-LHC', 'light-ion operation', 'machine developments', 'physics opportunities']",1,,0.2,[]
2024-06-05,09:30:00 AM,,On-detector particle identification at the HL-LHC,The presentation discusses methods for particle identification at the High-Luminosity Large Hadron Collider.,CMS,"['particle identification', 'HL-LHC', 'on-detector']",1,,0.3,[]
2024-06-05,09:12:00 AM,,Computing at the HL-LHC and beyond,"The talk likely discusses computing developments for the High-Luminosity Large Hadron Collider, focusing on future computational challenges and strategies.",,"['HL-LHC', 'computing', 'data analysis', 'distributed computing']",1,,0.4,[]
2024-06-05,08:54:00 AM,,Novel triggering strategies (HW and SW) at the HL-LHC,"The talk discusses innovative triggering strategies for the High-Luminosity LHC, focusing on hardware and software improvements.",,"['triggering strategies', 'HL-LHC', 'hardware', 'software']",1,,0.7,[]
2024-06-05,08:36:00 AM,,Read-out developments for HL-LHC,The presentation focuses on advancements in read-out technologies for the High-Luminosity Large Hadron Collider.,,"['read-out technology', 'HL-LHC', 'detector advancements']",1,,0.8,[]
2024-06-05,08:18:00 AM,,Detectors with timing capabilities,"The abstract discusses advanced detector technologies that incorporate timing capabilities, potentially enhancing particle detection precision.",,"['detectors', 'timing capabilities', 'particle detection']",1,,0.3,[]
2024-06-05,08:00:00 AM,,Large area monolithic pixel detectors,"The abstract discusses large area monolithic pixel detectors, likely focusing on their design and applications in particle physics.",,"['monolithic pixel detectors', 'detector technology', 'particle physics']",1,,0.3,[]
2024-06-05,08:36:00 AM,,Determination of the $D \arrow \pi \pi$ penguin over Tree Ratio,"The abstract discusses the determination of a specific decay process involving $D$ mesons, focusing on penguin contributions relative to tree-level processes.",,"['D meson', 'penguin decay', 'tree-level', 'particle physics']",1,,0.5,[]
2024-06-05,09:12:00 AM,,Time independent CPV  at LHCb,"The presentation likely discusses time-independent CP violation observed at LHCb, focusing on its implications in particle physics.",LHCb,"['CP violation', 'LHCb', 'particle physics']",1,,0.5,[]
2024-06-05,08:54:00 AM,,Hadronic and semi- leptonic decays of  charm baryons,"The presentation focuses on the decay processes of charm baryons, examining hadronic and semi-leptonic interactions.",,"['charm baryons', 'hadronic decays', 'semi-leptonic decays']",1,,0.8,[]
2024-06-05,08:18:00 AM,,A new puzzle in non-leptonic B decays,"The talk addresses a new phenomenon in non-leptonic B decays, which may have implications for particle physics.",,"['B decays', 'non-leptonic', 'particle physics', 'decay puzzle']",1,,0.5,[]
,,,Determination of the $D \rightarrow \pi \pi$ Penguin over Tree Ratio,The presentation focuses on the measurement of the ratio between penguin and tree diagrams in D decay processes.,,"['D meson decay', 'penguin diagrams', 'tree diagrams']",1,,0.7,[]
,,,A new puzzle in non-leptonic B decays,"The talk addresses a new phenomenon in non-leptonic B decays, which may have implications for particle physics.",,"['B decays', 'non-leptonic', 'particle physics', 'decay puzzle']",1,,0.5,[]
,,,Time independent CPV at LHCb,"The presentation discusses time-independent CP violation measurements at LHCb, potentially relevant for understanding particle decays and interactions.",LHCb,"['CP violation', 'LHCb', 'particle physics']",1,,0.6,[]
,,,Hadronic and semi-leptonic decays of charm baryons,"The talk likely covers the decay processes of charm baryons, focusing on hadronic and semi-leptonic interactions, which may have implications in particle physics.",,"['charm baryons', 'decays', 'hadronic', 'semi-leptonic']",1,,0.7,[]
2024-06-04,09:12:00 AM,,Rare and forbidden decays at LHCb,"The talk likely focuses on rare and forbidden particle decays observed at the LHC, discussing their implications and relevance in particle physics.",LHCb,"['rare decays', 'forbidden decays', 'LHCb', 'particle physics']",1,,0.4,[]
2024-06-04,08:54:00 AM,,Rare and forbidden decays,"The presentation focuses on decays that are rare or forbidden in particle physics, exploring their implications and significance.",,"['rare decays', 'forbidden decays', 'particle physics']",1,,0.4,[]
2024-06-04,08:36:00 AM,,LFU measurements and flavour anomalies at LHCb,The presentation focuses on measurements of lepton flavour universality and potential flavour anomalies observed at the LHCb experiment.,LHCb,"['LFU', 'flavour anomalies', 'LHCb', 'particle physics']",1,,0.6,[]
2024-06-04,08:18:00 AM,,LFV and related rare decays at Atlas and CMS,"The presentation likely discusses lepton flavor violation and rare decays, focusing on findings from ATLAS and CMS experiments.","ATLAS, CMS","['LFV', 'rare decays', 'ATLAS', 'CMS']",1,,0.3,[]
2024-06-04,08:00:00 AM,,Status of the global $b \to s \ell \ell$ fits,The presentation discusses the current status of global fits in the b to s lepton lepton decay process.,,"['b to s transitions', 'lepton flavor', 'global fits']",1,,0.3,[]
2024-06-04,09:12:00 AM,,The EIC Project: Theoretical Motivations and Experimental Challenges,The talk discusses theoretical motivations and experimental challenges related to the EIC project.,,"['EIC', 'theoretical motivations', 'experimental challenges']",1,,0.3,[]
2024-06-04,08:54:00 AM,,Detector Challenges at Future Colliders and recent R&D Highlights,The presentation discusses the challenges faced by detectors at future colliders and highlights recent research and development efforts.,,"['detector challenges', 'colliders', 'R&D']",1,,0.7,[]
2024-06-04,08:36:00 AM,,Future Colliders from the Accelerator Perspective,"The abstract discusses future colliders from an accelerator perspective, focusing on advancements and implications for particle physics.",,"['future colliders', 'accelerator physics', 'particle physics']",1,,0.3,[]
2024-06-04,08:18:00 AM,,Physics Analyses Review for Future Higgs Factories,"The presentation likely reviews physics analyses relevant to upcoming Higgs factories, focusing on experimental methods and results.",,"['Higgs Physics', 'Physics Analyses', 'Future Experiments']",1,,0.6,[]
2024-06-04,08:00:00 AM,,Potential of Colliders beyond the LHC: A Vision,"The talk discusses future collider potentials beyond the LHC, focusing on their implications for particle physics research.",,"['colliders', 'LHC', 'particle physics', 'future experiments']",1,,0.3,[]
2024-06-03,12:12:00 PM,,The Pentaquark Spectrum from Fermi Statistics,"The presentation discusses the spectrum of pentaquarks using Fermi statistics, focusing on their properties and implications.",,"['pentaquarks', 'Fermi statistics', 'spectroscopy']",1,,0.7,[]
