Date,Time,Room,Title,Summary,Url,Experiment,Keywords,Interest,Type,Confidence,Unknown Terms
2024-10-24,07:00:00,Room 4,Up-scaling for measuring the spatial distribution of radiation dose for applications in the preparation of individual patient treatment plans,This work discusses super-resolution techniques in medical imaging for enhancing radiation dose distribution in treatment planning using machine learning.,https://indico.cern.ch/event/1338689/contributions/6016079/,,"['super-resolution', 'radiation therapy', 'machine learning', 'image processing']",1,Poster,0.3,[]
2024-10-24,07:00:00,Room 4,A Managed Tokens Service for Securely Keeping and Distributing Grid Tokens,"Fermilab developed a Managed Tokens service for automating the secure distribution of grid tokens to experiment job submit points, addressing scalability and security concerns.",https://indico.cern.ch/event/1338689/contributions/6010983/,,"['grid operations', 'authentication', 'authorization', 'tokens', 'HTCondor', 'scalability']",1,Poster,0.3,"['WLCG', 'JWT', 'Hashicorp Vault']"
2024-10-24,07:00:00,Room 4,Hadronization effects using String and Cluster Models in Herwig 7,"The presentation discusses tuning non-perturbative models in Monte Carlo Event Generators, specifically comparing the performance of string and cluster hadronization models.",https://indico.cern.ch/event/1338689/contributions/6016097/,LEP,"['Monte Carlo', 'Event Generators', 'Hadronization', 'Herwig', 'Pythia']",1,Poster,0.7,[]
2024-10-24,07:00:00,Room 4,Real-time monitoring of LHCb interaction region with a fast trackless methodology,"The talk discusses a novel FPGA-based methodology for real-time monitoring of the LHCb interaction region, focusing on hit rate tracking and computational efficiency.",https://indico.cern.ch/event/1338689/contributions/6015432/,LHCb,"['real-time processing', 'FPGA', 'hit tracking', 'PCA', 'LHCb']",1,Poster,0.7,[]
2024-10-24,06:48:00,Room 4,An automation framework for the calibration of the CMS Precision Proton Spectrometer,"An automation framework for calibrating the CMS Precision Proton Spectrometer, enhancing calibration efficiency and monitoring through distributed computing and industry tools.",https://indico.cern.ch/event/1338689/contributions/6018635/,CMS,"['calibration', 'automation', 'distributed computing', 'monitoring', 'PPS']",1,Poster,0.6,[]
2024-10-24,06:18:00,Room 4,"Evolution of Regional, Age and Gender Demographics in the ATLAS Collaboration","The demographics of the ATLAS Collaboration are analyzed, focusing on regional, age, and gender distributions and their evolution over time.",https://indico.cern.ch/event/1338689/contributions/6011134/,ATLAS,"['demographics', 'collaboration', 'gender', 'age', 'regional']",1,Poster,0.7,[]
2024-10-23,07:00:00,Room 4,ProtoDUNE Run Conditions Database,"The ProtoDUNE Run Conditions Database manages metadata for the DUNE experiment, focusing on conditions data for offline analysis and reconstruction.",https://indico.cern.ch/event/1338689/contributions/6010886/,DUNE,"['metadata', 'database', 'offline analysis', 'conditions data', 'Python', 'PostgreSQL']",1,Poster,0.7,[]
2024-10-22,06:18:00,Room 4,Leveraging Language Models for Enhanced Code Review in Particle Physics Software Development,"This work investigates the use of Large Language Models to enhance code review processes in particle physics software development, aiming to improve code quality and collaboration.",https://indico.cern.ch/event/1338689/contributions/6010676/,,"['code review', 'large language models', 'particle physics', 'software development', 'collaboration']",1,Poster,0.4,[]
2024-10-21,07:00:00,Ground floor lobby,Performance of the ATLAS GNN4ITk Particle Track Reconstruction GPU pipeline,"The ATLAS collaboration explores new particle track reconstruction techniques using Graph Neural Networks (GNN) for the High Luminosity LHC upgrade, focusing on efficiency and GPU use.",https://indico.cern.ch/event/1338689/contributions/6015428/,ATLAS,"['Graph Neural Networks', 'GPU', 'particle track reconstruction', 'High Luminosity LHC']",1,Poster,0.4,[]
2024-10-21,07:00:00,Ground floor lobby,Updates of the ATLAS High-Level Trigger in Run 3,"The abstract discusses updates to the ATLAS High-Level Trigger software during LHC Run 3, focusing on a new modular configuration system for improved debugging and data acquisition.",https://indico.cern.ch/event/1338689/contributions/6015425/,ATLAS,"['High-Level Trigger', 'ComponentAccumulator', 'data acquisition', 'software framework', 'LHC Run 3']",1,Poster,0.4,[]
2024-10-21,06:33:00,Ground floor lobby,ATLAS analysis workflows using the EventIndex and the Event Picking Server for massive event picking and enhanced processing,"The presentation discusses a new workflow for selecting and processing ATLAS events, enabling enhanced calibration and reconstruction using AI/ML methods.",https://indico.cern.ch/event/1338689/contributions/6010793/,ATLAS,"['EventIndex', 'Event Picking Server', 'calibration', 'reconstruction', 'AI', 'ML']",2,Poster,0.7,[]
2024-10-21,06:18:00,Ground floor lobby,Library for Functional analysis in CERN's ROOT,"The FunRootAna library facilitates functional data analysis in ROOT, simplifying histogram creation and processing inspired by Scala Apache Spark.",https://indico.cern.ch/event/1338689/contributions/6015982/,,"['ROOT', 'data analysis', 'functional programming', 'histograms', 'Scala', 'Spark']",2,Poster,0.7,[]
2024-10-24,08:45:00,Room 1.B (Medium Hall B),Carbon costs of storage: a UK perspective.,"The study examines the carbon costs associated with data storage in the UK Tier-1 and Tier-2 facilities, addressing sustainability for future LHC upgrades.",https://indico.cern.ch/event/1338689/contributions/6010862/,,"['carbon cost', 'data storage', 'LHC upgrades', 'sustainability', 'UK Tier-1', 'Tier-2']",1,Talk,0.8,[]
2024-10-24,08:27:00,Room 1.B (Medium Hall B),Distributed management and processing of ALICE monitoring data with Onedata,Onedata is a distributed data management system used in ALICE for real-time monitoring data processing and long-term data archiving.,https://indico.cern.ch/event/1338689/contributions/6010889/,ALICE,"['Onedata', 'distributed computing', 'data management', 'ALICE', 'hybrid cloud']",2,Talk,0.6,[]
2024-10-24,08:09:00,Room 1.B (Medium Hall B),Reading Tea Leaves - Understanding internal events and addressing performance issues within a CephFS/XRootD Storage Element.,"The abstract discusses performance issues in CephFS/XRootD storage systems at UK Grid sites, focusing on slow operations and their impact on data management.",https://indico.cern.ch/event/1338689/contributions/6010864/,,"['CephFS', 'XRootD', 'storage systems', 'performance monitoring', 'data management']",1,Talk,0.7,[]
2024-10-24,07:51:00,Room 1.B (Medium Hall B),Ceph at CERN in the multi-datacentre era,"This work discusses the challenges and solutions for deploying a multi-datacentre Ceph system at CERN, focusing on consistency and latency issues.",https://indico.cern.ch/event/1338689/contributions/6010769/,,"['Ceph', 'multi-datacentre', 'data storage', 'CERN', 'latency']",1,Talk,0.8,[]
2024-10-24,07:15:00,Room 1.B (Medium Hall B),Upcoming database developments at CERN,"The presentation discusses upcoming changes to CERN's database infrastructure, focusing on the upgrade to a container architecture and new functionalities.",https://indico.cern.ch/event/1338689/contributions/6010767/,,"['CERN', 'database', 'Oracle', 'container architecture', 'data management']",1,Talk,0.7,[]
2024-10-24,05:24:00,Room 1.B (Medium Hall B),Advancing ATLAS DCS Data Analysis with a Modern Data Platform,"The paper introduces a modern data platform for analyzing ATLAS DCS data, using Apache Parquet and Big Data technologies to enhance analysis workflows.",https://indico.cern.ch/event/1338689/contributions/6010837/,ATLAS,"['DCS', 'data analysis', 'Apache Parquet', 'Big Data', 'Apache Spark', 'Jupyter notebooks', 'Python']",2,Talk,0.7,[]
2024-10-24,05:06:00,Room 1.B (Medium Hall B),Data Placement Optimization for ATLAS in a Multi-Tiered Storage System within a Data Center,"The paper discusses a multi-tiered storage model for managing data in the ATLAS experiment, utilizing AI/ML techniques for data placement optimization.",https://indico.cern.ch/event/1338689/contributions/6010834/,ATLAS,"['data management', 'multi-tiered storage', 'AI', 'ML', 'ATLAS']",2,Talk,0.6,[]
2024-10-24,04:48:00,Room 1.B (Medium Hall B),Enhancing CMS XCache efficiency: A comparative study of Machine Learning techniques and LRU mechanisms,This study evaluates the efficiency of machine learning techniques versus traditional caching methods for optimizing data access in the CMS experiment's computing facilities.,https://indico.cern.ch/event/1338689/contributions/6010877/,CMS,"['Machine Learning', 'Caching', 'Data Access', 'CMS', 'Content Delivery Network']",2,Talk,0.7,[]
2024-10-24,04:30:00,Room 1.B (Medium Hall B),Comparing Cache Utilization Trends for Regional Data Caches,"This study analyzes cache utilization trends in regional data caches supporting the LHC CMS experiment, employing machine learning for predictions.",https://indico.cern.ch/event/1338689/contributions/6010792/,CMS,"['cache utilization', 'regional data caches', 'machine learning', 'data management', 'LHC']",2,Talk,0.7,[]
2024-10-23,08:45:00,Room 1.B (Medium Hall B),"So FAIR, so good: the INFN strategy for Data Stewardship",The abstract discusses the implementation of FAIR principles in managing research data within international collaborations and the role of Data Stewards.,https://indico.cern.ch/event/1338689/contributions/6010857/,,"['FAIR principles', 'data stewardship', 'data management', 'collaborations', 'research data']",2,Talk,0.6,[]
2024-10-23,08:27:00,Room 1.B (Medium Hall B),Efficient metadata management with the AMI ecosystem,"The presentation discusses the ATLAS Metadata Interface ecosystem for managing metadata in large data experiments, emphasizing its components and functionalities.",https://indico.cern.ch/event/1338689/contributions/6010885/,ATLAS,"['metadata', 'AMI', 'data management', 'LHC', 'scientific experiments']",1,Talk,0.6,[]
2024-10-23,08:09:00,Room 1.B (Medium Hall B),Advancements in the in-file metadata system for the ATLAS experiment,Improvements in ATLAS's in-file metadata system focus on enhancing metadata handling and storage technologies for efficient event processing.,https://indico.cern.ch/event/1338689/contributions/6010836/,ATLAS,"['metadata', 'ATLAS', 'ROOT', 'data storage', 'event processing']",1,Talk,0.6,[]
2024-10-23,07:33:00,Room 1.B (Medium Hall B),RNTuple: A CMS Perspective,"The abstract discusses the transition from TTree to RNTuple in CMS for improved data storage, highlighting challenges and performance comparisons.",https://indico.cern.ch/event/1338689/contributions/6010800/,CMS,"['RNTuple', 'TTree', 'data storage', 'CMS', 'C++', 'performance comparison']",2,Talk,0.6,[]
2024-10-23,07:15:00,Room 1.B (Medium Hall B),Adoption of ROOT RNTuple for the next main event data storage technology in the ATLAS production framework Athena,The presentation discusses the adoption of the new RNTuple storage format in the ATLAS framework to improve data handling for HL-LHC performance goals.,https://indico.cern.ch/event/1338689/contributions/6010806/,ATLAS,"['RNTuple', 'ROOT', 'event data storage', 'Athena', 'HL-LHC']",2,Talk,0.7,[]
2024-10-23,06:00:00,Room 1.B (Medium Hall B),The Belle II Raw Data Transfer System,"The presentation discusses upgrades to the Belle II raw data transfer system, focusing on improvements made during a long shutdown to handle future data rates.",https://indico.cern.ch/event/1338689/contributions/6010888/,Belle II,"['data transfer', 'Belle II', 'DAQ systems', 'DIRAC framework', 'data acquisition']",1,Talk,0.7,[]
2024-10-23,05:42:00,Room 1.B (Medium Hall B),Data Movement Model for the Vera C. Rubin Observatory,The presentation discusses data management and processing for the Vera C. Rubin Observatory's sky images across multiple international facilities.,https://indico.cern.ch/event/1338689/contributions/6010850/,,"['data movement', 'Rubin Observatory', 'data processing', 'Rucio', 'Data Butler']",1,Talk,0.3,[]
2024-10-23,05:24:00,Room 1.B (Medium Hall B),Distributed Data Management with Rucio for the Einstein Telescope,"The presentation discusses Rucio, a data management system for the Einstein Telescope, focusing on its integration and customization for gravitational wave experiments.",https://indico.cern.ch/event/1338689/contributions/6010882/,Einstein Telescope,"['Rucio', 'data management', 'gravitational waves', 'distributed computing']",2,Talk,0.6,[]
2024-10-23,05:06:00,Room 1.B (Medium Hall B),FTS as a part of the SKA data movement pipeline,"The talk discusses the File Transfer Service (FTS) used for data movement in experiments like SKA and LHC, highlighting its critical role and adaptations for SKA's data transfer needs.",https://indico.cern.ch/event/1338689/contributions/6010770/,SKA,"['data transfer', 'FTS', 'SKA', 'LHC', 'bulk data movement']",1,Talk,0.4,[]
2024-10-23,04:48:00,Room 1.B (Medium Hall B),DUNE Rucio development and monitoring,"DUNE is using Rucio for data management, adding features for experiment-specific needs and improving monitoring capabilities for data transfers and management.",https://indico.cern.ch/event/1338689/contributions/6010878/,DUNE,"['Data Management', 'Rucio', 'Monitoring', 'Distributed Computing']",1,Talk,0.7,[]
2024-10-23,04:30:00,Room 1.B (Medium Hall B),Recent Experience with the CMS Data Management System,"CMS manages large-scale data infrastructure, facing challenges in data transfer, storage, and user support while ensuring data availability and optimizing resource utilization.",https://indico.cern.ch/event/1338689/contributions/6010859/,CMS,"['data management', 'storage', 'data transfer', 'monitoring', 'WLCG']",1,Talk,0.7,[]
2024-10-22,08:45:00,Room 1.B (Medium Hall B),FTS3 Token Support for a Proxy-less WLCG world,"The WLCG community is transitioning from x509 certificates to OAuth2 tokens for authentication and authorization, with FTS playing a significant role in this shift.",https://indico.cern.ch/event/1338689/contributions/6010768/,,"['WLCG', 'oauth2', 'FTS', 'authentication', 'data challenge']",1,Talk,0.3,[]
2024-10-22,08:27:00,Room 1.B (Medium Hall B),Validation of Shoveler XRootD monitoring,"The Shoveler system provides a unified platform for monitoring XRootD traffic data from LHC experiments, crucial for managing increased bandwidth demands.",https://indico.cern.ch/event/1338689/contributions/6010852/,,"['XRootD', 'WLCG', 'monitoring', 'data transfer', 'LHC']",1,Talk,0.6,[]
2024-10-22,08:09:00,Room 1.B (Medium Hall B),Data Movement Manager (DMM) for the SENSE-Rucio Interoperation Prototype,"The DMM is a prototype for optimizing data flows in high energy physics by integrating Rucio with SDN, enhancing bandwidth allocation and monitoring.",https://indico.cern.ch/event/1338689/contributions/6010883/,,"['data management', 'Rucio', 'SDN', 'high energy physics', 'data flow']",2,Talk,0.6,[]
2024-10-22,07:51:00,Room 1.B (Medium Hall B),Advancing Large-Scale Scientific Collaborations with Rucio:  A Data Management Story,The presentation covers the Rucio Data Management platform designed for managing large-scale scientific data across distributed infrastructures.,https://indico.cern.ch/event/1338689/contributions/6010825/,"ATLAS, CMS","['data management', 'Rucio', 'high-energy physics', 'collaborations', 'distributed computing']",2,Talk,0.6,[]
2024-10-22,07:33:00,Room 1.B (Medium Hall B),Evolving StoRM WebDAV: delegation of file transfers to NGINX and support for SciTags,"This presentation discusses enhancements to StoRM WebDAV for improved data transfers, focusing on delegation to NGINX and support for SciTags.",https://indico.cern.ch/event/1338689/contributions/6010876/,,"['WebDAV', 'NGINX', 'data transfer', 'WLCG', 'SciTags']",1,Talk,0.6,[]
2024-10-22,07:15:00,Room 1.B (Medium Hall B),dCache project status & update,"The dCache project focuses on open-source software for storage solutions across various scientific fields, detailing its evolution and new features.",https://indico.cern.ch/event/1338689/contributions/6010764/,,"['dCache', 'storage', 'metadata', 'CERN Tape Archive', 'HPC', 'RESTAPI']",1,Talk,0.7,[]
2024-10-22,06:00:00,Room 1.B (Medium Hall B),Archive Metadata for efficient data colocation on tape,"The abstract discusses optimizing archival data retrieval for LHC experiments, focusing on metadata for efficient tape storage and retrieval.",https://indico.cern.ch/event/1338689/contributions/6010828/,,"['data archival', 'metadata', 'tape storage', 'LHC', 'data retrieval']",1,Talk,0.2,[]
2024-10-22,05:42:00,Room 1.B (Medium Hall B),A Tape RSE for Extremely Large Data Collection Backups,The talk discusses a specialized Tape Remote Storage Element (TRSE) developed for efficient backup and retrieval of large datasets from the Vera Rubin Observatory.,https://indico.cern.ch/event/1338689/contributions/6010854/,,"['data management', 'backup', 'Rucio', 'tape storage', 'data retrieval']",1,Talk,0.6,[]
2024-10-22,05:24:00,Room 1.B (Medium Hall B),ATLAS High-Luminosity LHC demonstrators with Data Carousel: Data-on-Demand and Tape Smart Writing,"The ATLAS experiment presents the Data Carousel project, a tape-driven workflow for efficient data management in the HL-LHC era, focusing on disk space savings and enhanced tape usage.",https://indico.cern.ch/event/1338689/contributions/6010794/,ATLAS,"['Data Carousel', 'HL-LHC', 'distributed computing', 'data management', 'tape storage']",1,Talk,0.6,[]
2024-10-22,05:06:00,Room 1.B (Medium Hall B),New GridKa Tape Storage System – from design to production deployment,The abstract describes the development and implementation of a new tape storage system at GridKa to manage LHC data more effectively.,https://indico.cern.ch/event/1338689/contributions/6010900/,,"['tape storage', 'GridKa', 'HPSS', 'LHC', 'data migration', 'data management']",1,Talk,0.7,[]
2024-10-22,04:48:00,Room 1.B (Medium Hall B),Challenges of repack in the era of the high-capacity tape cartridge,"New tape hardware technologies create challenges for data management and repacking at CERN, requiring new operational solutions and resource allocation.",https://indico.cern.ch/event/1338689/contributions/6010798/,,"['data management', 'tape storage', 'CERN', 'repacking', 'metadata']",1,Talk,0.3,[]
2024-10-22,04:30:00,Room 1.B (Medium Hall B),Evolution of the CERN Tape Archive scheduling system,"The paper discusses the CERN Tape Archive scheduling system's implementation, strengths, limitations, and explores an alternate database implementation.",https://indico.cern.ch/event/1338689/contributions/6010797/,,"['CERN', 'Tape Archive', 'scheduling system', 'metadata', 'objectstore', 'relational database']",1,Talk,0.7,[]
2024-10-21,08:45:00,Room 1.B (Medium Hall B),Enhancing XRootD Load Balancing for High-Throughput transfers,The presentation discusses improving load balancing algorithms for high-throughput data transfers at the LHC's Tier-1 center to enhance performance and reliability.,https://indico.cern.ch/event/1338689/contributions/6010875/,LHC,"['load balancing', 'XRootD', 'high-throughput', 'network traffic', 'LHC computing']",1,Talk,0.6,[]
2024-10-21,08:27:00,Room 1.B (Medium Hall B),Achieving 100Gb/s data rates with XRootD - Preparing for HL-HLC and SKA,The presentation discusses achieving 100Gb/s data transfer rates for future projects like SKA and HL-LHC using XRootD technology and performance testing.,https://indico.cern.ch/event/1338689/contributions/6010880/,,"['data transfer', 'XRootD', 'SKA', 'HL-LHC', 'performance testing']",1,Talk,0.7,[]
2024-10-21,08:09:00,Room 1.B (Medium Hall B),Scitags: A Standardized Framework for Traffic Identification and Network Visibility in Data-Intensive Research Infrastructures,The project focuses on improving network visibility for data-intensive research through standardized packet marking and flow labeling techniques.,https://indico.cern.ch/event/1338689/contributions/6010796/,,"['network visibility', 'data-intensive research', 'packet marking', 'flow labeling', 'Scitags']",1,Talk,0.3,"['eBPF', 'HbH']"
2024-10-21,07:51:00,Room 1.B (Medium Hall B),Next-Gen Storage Infrastructure for ALICE: Paving the Road Toward Hi-Luminosity LHC,"The presentation discusses the EOS O2 storage system at CERN, focusing on its design, performance, and challenges for data management in the Hi-Luminosity LHC era.",https://indico.cern.ch/event/1338689/contributions/6010773/,ALICE,"['data storage', 'CERN', 'EOS O2', 'Hi-Luminosity LHC', 'data management']",1,Talk,0.6,[]
2024-10-21,07:33:00,Room 1.B (Medium Hall B),Data Challenge 2024 - CMS activities,"CMS contributes to the Data Challenge 2024 to test data distribution infrastructure for HL-LHC, focusing on throughput and network performance.",https://indico.cern.ch/event/1338689/contributions/6010766/,CMS,"['data distribution', 'HL-LHC', 'throughput', 'network performance', 'data challenge']",1,Talk,0.7,[]
2024-10-21,07:15:00,Room 1.B (Medium Hall B),ATLAS WLCG Data Challenge 2024 planning and implementation,"The ATLAS collaboration's 2024 Data Challenge focuses on testing distributed infrastructure in preparation for HL-LHC data rates, analyzing transfer rates and bottlenecks.",https://indico.cern.ch/event/1338689/contributions/6010810/,ATLAS,"['WLCG', 'Data Challenge', 'distributed computing', 'HL-LHC', 'infrastructure testing']",1,Talk,0.6,[]
2024-10-21,07:15:00,Room 2.B (Conference Room),Delivering large scale public engagement open weeks at STFC,"STFC organized large public engagement open weeks in 2023 and 2024, welcoming over 17,500 participants to explore science and technology through hands-on activities and talks.",https://indico.cern.ch/event/1338689/contributions/6011110/,,"['public engagement', 'outreach', 'STFC', 'science', 'technology', 'computing']",1,Talk,0.7,[]
2024-10-21,07:33:00,Room 2.B (Conference Room),The Italian Summer Students Program at Fermilab and other US Laboratories: 40 years of education in particle physics and technology,"The Italian Summer Students Program at Fermilab has trained almost 600 students in particle physics and technology since 1983, involving various research projects and collaborations.",https://indico.cern.ch/event/1338689/contributions/6011103/,,"['education', 'particle physics', 'summer program', 'Fermilab', 'internship']",1,Talk,0.6,[]
2024-10-21,07:51:00,Room 2.B (Conference Room),Remote3: Public Engagement over 1 km underground – and beyond,The Remote^3 project engages young people in designing and programming Mars Rovers in a public outreach initiative at the Boulby Underground Laboratory.,https://indico.cern.ch/event/1338689/contributions/6011098/,,"['public engagement', 'education', 'Mars Rover', 'STFC', 'Boulby Underground Laboratory']",1,Talk,0.7,[]
2024-10-21,08:09:00,Room 2.B (Conference Room),Recent Updates to the Popular ATLAS Virtual Visit Programme,"The abstract discusses the ATLAS Virtual Visit Programme, which allows global engagement with ATLAS scientists through online visits and new installations for enhanced outreach.",https://indico.cern.ch/event/1338689/contributions/6011133/,ATLAS,"['education', 'outreach', 'virtual visits', 'LHC', 'ATLAS Visitor Centre']",1,Talk,0.7,[]
2024-10-21,08:27:00,Room 2.B (Conference Room),HEP-Help: a first-stop helpline for particle physics software,"HEP-Help is a support system for particle physics software, combining a dataset for LLM training and community responders to assist users effectively.",https://indico.cern.ch/event/1338689/contributions/6011109/,,"['software support', 'machine learning', 'community', 'documentation']",2,Talk,0.6,[]
2024-10-21,08:45:00,Room 2.B (Conference Room),Leveraging Language Models to Navigate Conference Abstracts: An Open-Source Approach,"The abstract discusses an open-source application using LLMs to rank conference abstracts based on user interests, enhancing the conference experience.",https://indico.cern.ch/event/1338689/contributions/6011147/,,"['Language Models', 'Conference Abstracts', 'Open-source', 'Information Management']",1,Talk,0.7,[]
2024-10-22,04:30:00,Room 2.B (Conference Room),A technical overview of industry-science R&D projects for the High Luminosity LHC under CERN openlab,"CERN openlab collaborates with industry to innovate ICT solutions for the High Luminosity LHC, focusing on data management and AI for event selection.",https://indico.cern.ch/event/1338689/contributions/6011145/,,"['CERN openlab', 'ICT innovation', 'data management', 'artificial intelligence', 'High Luminosity LHC']",1,Talk,0.6,"['digital twins', 'generative AI']"
2024-10-22,04:48:00,Room 2.B (Conference Room),"Using containers to speed up development, to run integration tests and to teach about distributed systems","The presentation discusses using containers to streamline development, testing, and training for workload management in experiments like CMS and DUNE.",https://indico.cern.ch/event/1338689/contributions/6011146/,"CMS, DUNE","['GlideinWMS', 'containers', 'distributed systems', 'development', 'integration tests']",1,Talk,0.4,[]
2024-10-22,05:06:00,Room 2.B (Conference Room),Geometry Simplification Methods for Virtual Reality Applications,"The paper discusses methods for simplifying geometry in VR applications to improve performance on inexpensive hardware, focusing on HEP outreach and education.",https://indico.cern.ch/event/1338689/contributions/6011127/,,"['Virtual Reality', 'Geometry Simplification', 'HEP Outreach', 'Performance Optimization']",1,Talk,0.3,[]
2024-10-22,05:42:00,Room 2.B (Conference Room),Leveraging workflow engines and computing frameworks for physics analysis scalability and reproducibility,"The talk discusses the importance of modularizing analysis workflows for scalability and reproducibility in physics, using an example from the LHCb experiment.",https://indico.cern.ch/event/1338689/contributions/6011125/,LHCb,"['workflow engines', 'scalability', 'reproducibility', 'modularization', 'FAIR principles']",2,Talk,0.7,[]
2024-10-22,06:00:00,Room 2.B (Conference Room),Data Preservation in High Energy Physics: a 10 years perspective,"Data Preservation is essential for maximizing scientific output in high energy physics, linking to Open Science and FAIR data principles, with insights from a decade of international efforts.",https://indico.cern.ch/event/1338689/contributions/6011102/,,"['Data Preservation', 'Open Science', 'FAIR principles', 'fundamental research', 'scientific output']",2,Talk,0.6,[]
2024-10-24,08:45:00,Room 1.C (Small Hall),HIGH PERFORMANCE ALGORITHMS FOR LOW POWER SUSTAINABLE HARDWARE IN HEP AT VALENCIA,"The HIGH-LOW project focuses on creating sustainable computational systems and AI algorithms for high-energy physics, addressing future computational challenges at colliders.",https://indico.cern.ch/event/1338689/contributions/6015393/,LHC,"['sustainable computing', 'AI algorithms', 'high-energy physics', 'energy efficiency', 'parallel computing']",2,Talk,0.6,[]
2024-10-24,08:27:00,Room 1.C (Small Hall),Use of topological correlations in ML-based conditions for the CMS Level-1 Global Trigger upgrade for the HL-LHC,This study focuses on enhancing the CMS Level-1 Global Trigger system for the HL-LHC using machine learning algorithms and topological correlations.,https://indico.cern.ch/event/1338689/contributions/6015390/,CMS,"['machine learning', 'trigger system', 'topological correlations', 'FPGA']",2,Talk,0.7,[]
2024-10-24,07:51:00,Room 1.C (Small Hall),"The NextGen Triggers project: overview, plans and first actions","NextGen Triggers is a collaboration to develop new trigger systems for LHC experiments, focusing on machine learning and real-time data processing.",https://indico.cern.ch/event/1338689/contributions/6015385/,"ATLAS, CMS, LHCb, ALICE","['trigger systems', 'machine learning', 'real-time processing', 'data acquisition', 'exotic signatures']",2,Talk,0.6,"['quantum-inspired methods', 'HPC systems', 'novel algorithmic concepts']"
2024-10-24,07:33:00,Room 1.C (Small Hall),An online data processing system for the CMS Level-1 Trigger data scouting demonstrator,"The CMS Level-1 Trigger Data Scouting system processes L1T primitives for high luminosity LHC, focusing on online analysis and data aggregation.",https://indico.cern.ch/event/1338689/contributions/6018386/,CMS,"['Level-1 Trigger', 'data processing', 'online analysis', 'LHC', 'Phase-2 Upgrade']",1,Talk,0.6,[]
2024-10-24,07:15:00,Room 1.C (Small Hall),The upgrade of the ATLAS Trigger and Data Acquisition system for the  High Luminosity LHC,The ATLAS experiment upgrades its Trigger and Data Acquisition system to handle increased data rates for the High Luminosity LHC starting in 2029.,https://indico.cern.ch/event/1338689/contributions/6015387/,ATLAS,"['Trigger', 'Data Acquisition', 'High Luminosity LHC', 'ATLAS upgrade']",1,Talk,0.7,[]
2024-10-24,06:00:00,Room 1.C (Small Hall),Versal ACAP processing for ATLAS-TileCal signal reconstruction,"This presentation discusses a deep learning algorithm for signal reconstruction in the ATLAS-TileCal using a Versal ACAP device, focusing on processing speed and efficiency.",https://indico.cern.ch/event/1338689/contributions/6018382/,ATLAS,"['deep learning', 'signal reconstruction', 'ATLAS', 'Versal ACAP', 'TileCal']",2,Talk,0.6,['Versal ACAP']
2024-10-24,05:42:00,Room 1.C (Small Hall),"FPGA-RICH: A low-latency, high-throughput online particle identification system for the NA62 experiment","FPGA-RICH is an FPGA-based system for real-time particle identification using AI techniques in the NA62 experiment, enhancing trigger efficiency.",https://indico.cern.ch/event/1338689/contributions/6015399/,NA62,"['FPGA', 'particle identification', 'AI', 'trigger efficiency', 'high throughput', 'neural networks']",2,Talk,0.7,"['hls4ml', 'low-level trigger processor', 'Ring Imaging Cherenkov detector']"
2024-10-24,05:24:00,Room 1.C (Small Hall),Development of an FPGA based track reconstruction pipeline for the ATLAS Event Filter,"The talk discusses the development of FPGA-based track reconstruction systems for the ATLAS Event Filter, focusing on algorithm integration and workflow.",https://indico.cern.ch/event/1338689/contributions/6015392/,ATLAS,"['FPGA', 'track reconstruction', 'Event Filter', 'algorithm development', 'OpenCL']",1,Talk,0.6,[]
2024-10-24,05:06:00,Room 1.C (Small Hall),Real-time Anomaly Detection at the L1 Trigger of CMS Experiment,"An autoencoder is deployed for real-time anomaly detection in the CMS Global Trigger system during LHC Run 3, enabling the selection of unusual events.",https://indico.cern.ch/event/1338689/contributions/6015389/,CMS,"['anomaly detection', 'autoencoder', 'neural network', 'LHC', 'real-time analysis']",2,Talk,0.7,[]
2024-10-24,04:48:00,Room 1.C (Small Hall),"Real-time pattern recognition with FPGA at LHCb, an O(n) complexity architecture",The LHCb collaboration is developing an FPGA-based system for real-time track reconstruction to handle increased luminosity and complex detectors in future runs.,https://indico.cern.ch/event/1338689/contributions/6015410/,LHCb,"['FPGA', 'real-time reconstruction', 'luminosity', 'track reconstruction', 'High Level Trigger']",1,Talk,0.4,[]
2024-10-24,04:30:00,Room 1.C (Small Hall),Online track reconstruction with graph neural networks on FPGAs for the ATLAS experiment,"The study focuses on using Graph Neural Networks on FPGAs for track reconstruction in the ATLAS experiment, optimizing resource use while maintaining efficiency.",https://indico.cern.ch/event/1338689/contributions/6015383/,ATLAS,"['Graph Neural Networks', 'FPGAs', 'track reconstruction', 'machine learning', 'HL-LHC', 'event filtering']",2,Talk,0.6,[]
2024-10-23,08:45:00,Room 1.C (Small Hall),SYCL-based online data processing framework concept for PANDA,"The talk presents PandaR2, a SYCL-based framework for online data processing in the PANDA experiment, focusing on performance and portability across hardware.",https://indico.cern.ch/event/1338689/contributions/6015412/,PANDA,"['SYCL', 'online data processing', 'HPC', 'performance portability', 'PandaRoot']",1,Talk,0.6,[]
2024-10-23,08:27:00,Room 1.C (Small Hall),An online GPU hit finder for the STS detector in the CBM experiment,"The presentation discusses an online hit finder for the STS detector in the CBM experiment, utilizing GPUs for efficient data processing at high data rates.",https://indico.cern.ch/event/1338689/contributions/6015420/,CBM,"['GPU', 'online processing', 'hit finder', 'data rate', 'parallelism']",1,Talk,0.6,[]
